task_id,changed,anchor_sha256,candidate_sha256,candidate_bytes
task150,False,0dd6b04d4511324e55b6e06d7e88ca37a67a5692be4b0a7090449ef31886978f,0dd6b04d4511324e55b6e06d7e88ca37a67a5692be4b0a7090449ef31886978f,1657
task151,False,265a8eb2b997ae3dae68af150413ae0c0301bc004251e92a8beb0dc79bd2e36b,265a8eb2b997ae3dae68af150413ae0c0301bc004251e92a8beb0dc79bd2e36b,3880
task152,False,b525fbe662a950ccba343052e36da4678bbd57b9039d4f6c5a15f3c0a16fd54a,b525fbe662a950ccba343052e36da4678bbd57b9039d4f6c5a15f3c0a16fd54a,7454
task153,False,55d4acfcc6a6311ddcf241c263fe00240f6f960d191fd28f3ca1b7e1d7276684,55d4acfcc6a6311ddcf241c263fe00240f6f960d191fd28f3ca1b7e1d7276684,11982
task154,False,e281e3fe8c1c917c27a10b858fcaf1f4c32f515e141d21ca4b433ced757317f8,e281e3fe8c1c917c27a10b858fcaf1f4c32f515e141d21ca4b433ced757317f8,7883
task155,False,d5b661ce63260f24dbf215c314fc8db34ae2f0d9a1e5ed59c53253efe33ec924,d5b661ce63260f24dbf215c314fc8db34ae2f0d9a1e5ed59c53253efe33ec924,1657
task156,False,69a29b9db4f24ed12ffc1806166188b88bbeba4a4f5a90eb2bc89f288664dc92,69a29b9db4f24ed12ffc1806166188b88bbeba4a4f5a90eb2bc89f288664dc92,48746
task157,True,21a4cccd80c6ef6772ba7d8a997548b833b22cc81d184116625e74670cec9f77,c3705d72257754832835469cb8b09d155bc0c8448bddcdd0f2e72bcd0e9cd05b,117270
task158,False,f168ddfd2be08ebd85d01d24e38466355b7186f35c9506055e961fb96f03e576,f168ddfd2be08ebd85d01d24e38466355b7186f35c9506055e961fb96f03e576,21962
task159,False,93239bd39db8bb07ffc4f354ca7b43656c78ca03e18c9ca72a30ccb093e2eb5a,93239bd39db8bb07ffc4f354ca7b43656c78ca03e18c9ca72a30ccb093e2eb5a,12966
task160,False,9614391ed6a8c961cb2a50b82e22337eab556621bb99de4baaa2f78d0f8b06ad,9614391ed6a8c961cb2a50b82e22337eab556621bb99de4baaa2f78d0f8b06ad,2189
task161,False,2d7de8e1b4ed2bbcf02e9c30f7161ad0c01bf7c326b6a5608b419596eec5cf5f,2d7de8e1b4ed2bbcf02e9c30f7161ad0c01bf7c326b6a5608b419596eec5cf5f,4323
task162,False,29467827e023a09da29f2c6bcf10d77d7bff035e613d5615f27d623e6f2f3224,29467827e023a09da29f2c6bcf10d77d7bff035e613d5615f27d623e6f2f3224,2268
task163,False,20509dabff21d45373372e5d29ac896fe8dfe5643c42473470e08c9c1165f945,20509dabff21d45373372e5d29ac896fe8dfe5643c42473470e08c9c1165f945,10270
task164,False,250771b94d3db4658d4ac04e3bd9a0740f2af0f3aba0bb9b5df4d6181bb470d4,250771b94d3db4658d4ac04e3bd9a0740f2af0f3aba0bb9b5df4d6181bb470d4,479
task165,False,84191da6721ff334125fd7fa8616eb9122ba801b8e467d4f0bac42cdd367fab2,84191da6721ff334125fd7fa8616eb9122ba801b8e467d4f0bac42cdd367fab2,4910
task166,False,635ac35cdaf739d7549ee8cd70b4042ae832ff18d2798a37fb1e315bb0990a02,635ac35cdaf739d7549ee8cd70b4042ae832ff18d2798a37fb1e315bb0990a02,1318
task167,False,71960feaa6f01d141e2e847cf629191d99e40b6ceb0199f2c3f955b43a84d6d9,71960feaa6f01d141e2e847cf629191d99e40b6ceb0199f2c3f955b43a84d6d9,1673
task168,False,24e27e72411c8561da75b446c8d7253b7581784b14d9d8063097e06ac83fac71,24e27e72411c8561da75b446c8d7253b7581784b14d9d8063097e06ac83fac71,4620
task169,False,dfe553780f6769c9353bcda597ca9fe3629e0ef69cc742c9b3362616e9b716ae,dfe553780f6769c9353bcda597ca9fe3629e0ef69cc742c9b3362616e9b716ae,20803
task170,False,40c7d62d579c2d8926059eb3c557934286ca2ed2507772f25b157bc0a91d75ba,40c7d62d579c2d8926059eb3c557934286ca2ed2507772f25b157bc0a91d75ba,50577
task171,False,c0dccfce69e87e53b68a617cc0ce6da5c9659180ce2acc2a46007c9915c524cb,c0dccfce69e87e53b68a617cc0ce6da5c9659180ce2acc2a46007c9915c524cb,3825
task172,False,aa923630b6479cf1a1f5e7b7bfe2e4947e1c8ba8edba4f31d250b0b2f0c98dde,aa923630b6479cf1a1f5e7b7bfe2e4947e1c8ba8edba4f31d250b0b2f0c98dde,479
task173,False,6422b0cd8c4551cb02c6733546b9d7f1b9130a0e4e58c7132e4791558a968ec7,6422b0cd8c4551cb02c6733546b9d7f1b9130a0e4e58c7132e4791558a968ec7,10061
task174,False,4501407339b9e160ae271315971c5baa39151bb8f252ce075fee7e027ffb1686,4501407339b9e160ae271315971c5baa39151bb8f252ce075fee7e027ffb1686,61839
task175,False,81360eed1239cc5100375c4c1bd3261ee37f752a50e42166236e158e5ad5ac31,81360eed1239cc5100375c4c1bd3261ee37f752a50e42166236e158e5ad5ac31,12985
task176,False,e323248617622d6f3ec11b2d387952fea83ecc2fed3bdb998ca12143a2168c6b,e323248617622d6f3ec11b2d387952fea83ecc2fed3bdb998ca12143a2168c6b,1126
task177,False,48385e53f6d91b1332b0700d5e72e20e74d11766e273fb7f811394269584c889,48385e53f6d91b1332b0700d5e72e20e74d11766e273fb7f811394269584c889,3834
task178,False,98a9f55319b003dbe5febbc1c9bfb06f6a6d690dad81a9328054bb50dca58beb,98a9f55319b003dbe5febbc1c9bfb06f6a6d690dad81a9328054bb50dca58beb,6628
task179,False,bde695a21a93b9e2084a9b7e8a8bee5f2cdc694baa71a12d1c34ae921a89cb87,bde695a21a93b9e2084a9b7e8a8bee5f2cdc694baa71a12d1c34ae921a89cb87,170
task180,False,8f6b55aa41b48daa3c5bde2cf091752666c75e5b3b9acd0b61ce5c378a8988a7,8f6b55aa41b48daa3c5bde2cf091752666c75e5b3b9acd0b61ce5c378a8988a7,2525
task181,False,d5e423513a6d975dcf970b7fa00306491312801ed8b9c3232bddaa05e5217ae9,d5e423513a6d975dcf970b7fa00306491312801ed8b9c3232bddaa05e5217ae9,3083
task182,False,fb75b348e67470b2e2a6c5f3f165fe745ddb156f0b733be45879e713df338413,fb75b348e67470b2e2a6c5f3f165fe745ddb156f0b733be45879e713df338413,11272
task183,False,46ceea84568fb834441d4df8e55844ba3122e38f8a91006e113ea40c89bebb55,46ceea84568fb834441d4df8e55844ba3122e38f8a91006e113ea40c89bebb55,4690
task184,False,e2dcc9362cac03db34174d9cfe83b4528b95b776befd30fdd1cdc73bfb758161,e2dcc9362cac03db34174d9cfe83b4528b95b776befd30fdd1cdc73bfb758161,43202
task185,False,dbc48d1e31979b5114d5df411783ca8989f9ae9c4bd063f24eb529ea5d5b1dae,dbc48d1e31979b5114d5df411783ca8989f9ae9c4bd063f24eb529ea5d5b1dae,18881
task186,False,500e74b13c3bfa38bb19ab519a9d4faeea8ac6f8f8cfb0b10a18dc1cdc422463,500e74b13c3bfa38bb19ab519a9d4faeea8ac6f8f8cfb0b10a18dc1cdc422463,1210
task187,False,a12ff26344d3636a415f318272f96b57a7e6c98ebd9e5bd92bc9465f8ff342d7,a12ff26344d3636a415f318272f96b57a7e6c98ebd9e5bd92bc9465f8ff342d7,5758
task188,False,b5aedf9a8411d84cd20d8bded8746b6a16044a019d7d5352e049a9c98ef96837,b5aedf9a8411d84cd20d8bded8746b6a16044a019d7d5352e049a9c98ef96837,3259
task189,False,8feb91f1cc27fca0b315416ca074d36c658d8f9683b58d95609bba625e80b4ad,8feb91f1cc27fca0b315416ca074d36c658d8f9683b58d95609bba625e80b4ad,6704
task190,False,0a31ba38881a6fc4af83224d1aa59f0a876aea5808f55f95707b8c5975ac4c06,0a31ba38881a6fc4af83224d1aa59f0a876aea5808f55f95707b8c5975ac4c06,8781
task191,False,8f231f31c61a82aa371f6c469ad28fd033eed2d425c2b79af3e4aece127e776f,8f231f31c61a82aa371f6c469ad28fd033eed2d425c2b79af3e4aece127e776f,95203
task192,False,8ca8e0dfe5e1780fb8f8e1b017a6bdedce7f675cb73bd13439edadd57e244e85,8ca8e0dfe5e1780fb8f8e1b017a6bdedce7f675cb73bd13439edadd57e244e85,1501
task193,False,1184ed012012ee9bc87677fea86382acea9bc6b8979f087a5b3500492d6138dd,1184ed012012ee9bc87677fea86382acea9bc6b8979f087a5b3500492d6138dd,1925
task194,False,5a188032e9933c63bea9816c0846001d769eb356d00653af9e5e766ff62bb53b,5a188032e9933c63bea9816c0846001d769eb356d00653af9e5e766ff62bb53b,7454
task195,False,ba4b722b42ea9bdbffbe4fcf38c90d387045eee91e245e77f502c246c158e0dd,ba4b722b42ea9bdbffbe4fcf38c90d387045eee91e245e77f502c246c158e0dd,5381
task196,False,89719c41cdbc1176e45d78565003ab2f9feb673cd43fcf7fef4c3ff8a4a302e1,89719c41cdbc1176e45d78565003ab2f9feb673cd43fcf7fef4c3ff8a4a302e1,2417
task197,False,d2fb46801935583882f6a460471b563ccee60a53661cb17003fc2b60f17ba1ea,d2fb46801935583882f6a460471b563ccee60a53661cb17003fc2b60f17ba1ea,1223
task198,False,a1cd099e3d965fb4506eded8d4bde77ea202357df70e9212b36911ca002c8cb1,a1cd099e3d965fb4506eded8d4bde77ea202357df70e9212b36911ca002c8cb1,6979
task199,False,7f8ae82add1995ce631f2596ebf18e50b694cb8ec8d56a776cb6b1f393d891fa,7f8ae82add1995ce631f2596ebf18e50b694cb8ec8d56a776cb6b1f393d891fa,2948
task200,False,d2fe6f0296052465deb2186c2997c4d7936b47171fb7681a34fb771b1b028a18,d2fe6f0296052465deb2186c2997c4d7936b47171fb7681a34fb771b1b028a18,3689
task201,False,38bd02d717e5ab0a9e14bc97fdda66c68e8a52c2b2686fbb9411671b3abf5da8,38bd02d717e5ab0a9e14bc97fdda66c68e8a52c2b2686fbb9411671b3abf5da8,9668
task202,False,548ea01a96ba723d596f57386963dc208eac1c74ee9c8ad978597704d8065f5d,548ea01a96ba723d596f57386963dc208eac1c74ee9c8ad978597704d8065f5d,3582
task203,False,5e20d646f42a0e37716c52947ac6230d99af86046000ae1df17b6bc17e0f4311,5e20d646f42a0e37716c52947ac6230d99af86046000ae1df17b6bc17e0f4311,6433
task204,False,87a846db4022321bc8e15e64f2e70df56729e9a336b1361e278b89b4260192a8,87a846db4022321bc8e15e64f2e70df56729e9a336b1361e278b89b4260192a8,11457
task205,False,2a4f5ed7bf3bcf7620d0153daf840adbadf561dc5a43d0c9382375daf0250df6,2a4f5ed7bf3bcf7620d0153daf840adbadf561dc5a43d0c9382375daf0250df6,33555
task206,False,6d2e2caf63b2b8ee014e0df959395bfc42df14c2f6bc7f7bb1fcdd330df2bd1d,6d2e2caf63b2b8ee014e0df959395bfc42df14c2f6bc7f7bb1fcdd330df2bd1d,4022
task207,False,eb31b69d46ecc34c73b17ad80493c10002468aa9196475e6c9e12fcf46ff8235,eb31b69d46ecc34c73b17ad80493c10002468aa9196475e6c9e12fcf46ff8235,1979
task208,False,5d341124008dfd310bc5a123793ff6f9beaeead1fd98692f86f798a8f1e3f4a1,5d341124008dfd310bc5a123793ff6f9beaeead1fd98692f86f798a8f1e3f4a1,15885
task209,False,48b195ddeb7b50631463bf8b95e46d83e1f72c664a535113731c6b2220146a9f,48b195ddeb7b50631463bf8b95e46d83e1f72c664a535113731c6b2220146a9f,12395
task210,False,aa923630b6479cf1a1f5e7b7bfe2e4947e1c8ba8edba4f31d250b0b2f0c98dde,aa923630b6479cf1a1f5e7b7bfe2e4947e1c8ba8edba4f31d250b0b2f0c98dde,479
task211,False,3c58a51ab06ee25bf3c54539284f6def4bc6e10c364246d45f5533df0905fd17,3c58a51ab06ee25bf3c54539284f6def4bc6e10c364246d45f5533df0905fd17,7454
task212,False,e0d35281ab42a5512d94c197cd35136e014ae6e7ed1a41b07e9ee2016119e2fc,e0d35281ab42a5512d94c197cd35136e014ae6e7ed1a41b07e9ee2016119e2fc,4512
task213,False,10daeca5b708851b3e54ddd8ccde3c509d7f8b92bb053a386ddb2c7063dfa284,10daeca5b708851b3e54ddd8ccde3c509d7f8b92bb053a386ddb2c7063dfa284,26541
task214,False,476030b9c3c916862c896b22ae9f1ee46d6bedd703bd39deeb4fe1a9a7cf6c54,476030b9c3c916862c896b22ae9f1ee46d6bedd703bd39deeb4fe1a9a7cf6c54,7454
task215,False,9df10befe9f9e08ddca43e150a77856f17e582cfec8aa4df96de2e4296e49821,9df10befe9f9e08ddca43e150a77856f17e582cfec8aa4df96de2e4296e49821,1688
task216,False,8736d30a18de065d1250ea21affacb0eccba6097e3139d7e8ebfee451365a4d4,8736d30a18de065d1250ea21affacb0eccba6097e3139d7e8ebfee451365a4d4,11049
task217,False,2f029d300d82fefb5d96fa4be293ae596ae1de0026dacc64e63b73ed6b788d33,2f029d300d82fefb5d96fa4be293ae596ae1de0026dacc64e63b73ed6b788d33,1350
task218,False,14bb6c5e5fa3712e4f556142985fa03de40ba2accd475bb596ee538d3c10c60e,14bb6c5e5fa3712e4f556142985fa03de40ba2accd475bb596ee538d3c10c60e,9594
task219,False,2233a9547c0670d0b4b7e6ac3edd743b85503bd42a197698c61f63cb18051d8f,2233a9547c0670d0b4b7e6ac3edd743b85503bd42a197698c61f63cb18051d8f,17210
task220,False,924ca3ff6b3c2190ebdd92b73e0c33ac441a7e64b5924bb34b2faa596a40dd55,924ca3ff6b3c2190ebdd92b73e0c33ac441a7e64b5924bb34b2faa596a40dd55,3798
task221,False,997f4a5baa3b8c19ac1f9b62918fba1c4d8ade1e9bc43b277d4051f3dc09bc96,997f4a5baa3b8c19ac1f9b62918fba1c4d8ade1e9bc43b277d4051f3dc09bc96,13313
task222,False,f82b35de1de8377a5dd17f94de623872a1021443ff972be6e0765c6d21c5595a,f82b35de1de8377a5dd17f94de623872a1021443ff972be6e0765c6d21c5595a,2578
task223,False,51cd95a032c661ce28fa653ad0e727fb33cf6a709a5747e02a8ab323190ae968,51cd95a032c661ce28fa653ad0e727fb33cf6a709a5747e02a8ab323190ae968,7454
task224,False,1e4af401b9b3fe63a2cb91cb665445ec3c54bc3c6b116d921d049b210a151c08,1e4af401b9b3fe63a2cb91cb665445ec3c54bc3c6b116d921d049b210a151c08,4199
task225,False,29a76e5536c419ef3e3747f899f51614ee6699ad35ad5fb9b073ba5d5f52d257,29a76e5536c419ef3e3747f899f51614ee6699ad35ad5fb9b073ba5d5f52d257,5688
task226,False,5d115fec7e34ea6013b743620d1addba979258bf37902350608a4c3438346438,5d115fec7e34ea6013b743620d1addba979258bf37902350608a4c3438346438,3203
task227,False,1c70db9caee31b32d02ae1630c5ef3991ddbf82fedb750d43b515fab048d6dec,1c70db9caee31b32d02ae1630c5ef3991ddbf82fedb750d43b515fab048d6dec,1135
task228,False,a8a923f21fecee5512861159a89a0ecf2a9f276985c45face926d3b953bdb4fe,a8a923f21fecee5512861159a89a0ecf2a9f276985c45face926d3b953bdb4fe,2649
task229,False,acbf2dc745d4a717148c274f1e25cdd3fce8e718787f72530d661d60044ad805,acbf2dc745d4a717148c274f1e25cdd3fce8e718787f72530d661d60044ad805,1379
task230,False,1444325f9990947c4e2b6bd66f2ce611d8efc4be97b595c4bf2ad63e9e166ad0,1444325f9990947c4e2b6bd66f2ce611d8efc4be97b595c4bf2ad63e9e166ad0,3798
task231,False,1efb149ef1446460b1cfefffe74d5270b10fdf5ad49235c5056a1df43b7891fe,1efb149ef1446460b1cfefffe74d5270b10fdf5ad49235c5056a1df43b7891fe,4473
task232,False,b416c4b9864f9c0ee3021d3e0d536638459295310003e1612ea60837e5e1fc02,b416c4b9864f9c0ee3021d3e0d536638459295310003e1612ea60837e5e1fc02,1616
task233,False,38a4c821a2a3413b747ebf0b60d8a9287b4917a16706083eaeeed16b6c6d122c,38a4c821a2a3413b747ebf0b60d8a9287b4917a16706083eaeeed16b6c6d122c,271505
task234,False,89328211cfc49e1d6b7788e2c884ed883a744cf19e27a7b8393aa0d1549217b6,89328211cfc49e1d6b7788e2c884ed883a744cf19e27a7b8393aa0d1549217b6,4106
task235,False,145a71990206ef301f3afe77bf333b27bcf2298f5cc1bb3c7340933ef7cf059b,145a71990206ef301f3afe77bf333b27bcf2298f5cc1bb3c7340933ef7cf059b,4028
task236,False,f7be9f78d6bbee169cfe1c08d5bbf556144ffb21d4a4e366e01a172144d7c8ea,f7be9f78d6bbee169cfe1c08d5bbf556144ffb21d4a4e366e01a172144d7c8ea,619
task237,False,9d3baf9e04284ace2238abe88eae62477296ee34499efa7b0146d799717804fc,9d3baf9e04284ace2238abe88eae62477296ee34499efa7b0146d799717804fc,1637
task238,False,3208dbc8cec5a6a6874fb45bdf74920c0447b6b2745454a2ca76efdd5aa83d45,3208dbc8cec5a6a6874fb45bdf74920c0447b6b2745454a2ca76efdd5aa83d45,11927
task239,False,2abd421624d88b12e8a63904b214d06678543cf0231b040cc10fec704aac503f,2abd421624d88b12e8a63904b214d06678543cf0231b040cc10fec704aac503f,4143
task240,False,1523763d7dfbc0d5685f2e61040714cae78fa8f43abb7da6efb94f6f1aea8f15,1523763d7dfbc0d5685f2e61040714cae78fa8f43abb7da6efb94f6f1aea8f15,39452
task241,False,bde695a21a93b9e2084a9b7e8a8bee5f2cdc694baa71a12d1c34ae921a89cb87,bde695a21a93b9e2084a9b7e8a8bee5f2cdc694baa71a12d1c34ae921a89cb87,170
task242,False,beed8e7a6b84fa7c89b7d5ec9cba5867a87a8ac3b612eee21d427fb75c0223b0,beed8e7a6b84fa7c89b7d5ec9cba5867a87a8ac3b612eee21d427fb75c0223b0,1736
task243,False,8c58cc318fa9f59c3692654d50085f7b92b0511a745028cf7bca8bfc694b9ca1,8c58cc318fa9f59c3692654d50085f7b92b0511a745028cf7bca8bfc694b9ca1,16583
task244,False,5e89a791b71f0f02607e18873dffc8cf0cd4f287aee429d36e29feb7d843867f,5e89a791b71f0f02607e18873dffc8cf0cd4f287aee429d36e29feb7d843867f,6790
task245,False,a168fddef6bf4863dc427e20ddecffe94c7171eec59e1a93a91337cb42250e31,a168fddef6bf4863dc427e20ddecffe94c7171eec59e1a93a91337cb42250e31,2756
task246,False,379b5a73e3dee6f56eedab3ab0bd0ed8414179c6e7ae1edd0a948060d6401309,379b5a73e3dee6f56eedab3ab0bd0ed8414179c6e7ae1edd0a948060d6401309,3824
task247,False,19562cb18f62167e2ce8c355377d9b1a3136c17fb7116b8c9110b15d4734e4dc,19562cb18f62167e2ce8c355377d9b1a3136c17fb7116b8c9110b15d4734e4dc,2056
task248,False,1fd506e6d8ac665b0f2665d488d6c315698b1dc074ddffd92d539a66f89b41ce,1fd506e6d8ac665b0f2665d488d6c315698b1dc074ddffd92d539a66f89b41ce,2311
task249,False,dde855774ef1a32a1960a4696e54abf617eebe91340c70355f303440b7758f6b,dde855774ef1a32a1960a4696e54abf617eebe91340c70355f303440b7758f6b,1912
task250,False,a597d41fb3635cef1fb65c5c4818682efa2468a8b8b38ce1e86c82df9be4df2a,a597d41fb3635cef1fb65c5c4818682efa2468a8b8b38ce1e86c82df9be4df2a,7749
task251,False,82d350374d90693c70187cdf979ebb574c69cda11c9c56813abeb372eed8e78f,82d350374d90693c70187cdf979ebb574c69cda11c9c56813abeb372eed8e78f,5106
task252,False,f94f1914ddc282177a848c90a7aac926b6095d8fffc5a863c722843121c979c3,f94f1914ddc282177a848c90a7aac926b6095d8fffc5a863c722843121c979c3,3201
task253,False,2538ea53b1aad1e6365055ee14f48dccb49ef632cce416086075b33d42366bad,2538ea53b1aad1e6365055ee14f48dccb49ef632cce416086075b33d42366bad,3510
task254,False,cce96782d9b4b1065b63ebb4a84c1ba6253724c3cd2a387838d205cf71eaae5f,cce96782d9b4b1065b63ebb4a84c1ba6253724c3cd2a387838d205cf71eaae5f,4960
task255,False,c7132d2d67b0f96526e0c64eb75bc750fad5f64f693e357a9f3021bd03f62e59,c7132d2d67b0f96526e0c64eb75bc750fad5f64f693e357a9f3021bd03f62e59,304897
task256,False,c62955c5ac4951f368900ad06f3a5ed4fa9817b2e3f8f0a049b5ef354c21fc4f,c62955c5ac4951f368900ad06f3a5ed4fa9817b2e3f8f0a049b5ef354c21fc4f,4780
task257,False,316eaaf4e1a47569341378a8a58e40559f938a7fe5ae659867c0f2117bf8e021,316eaaf4e1a47569341378a8a58e40559f938a7fe5ae659867c0f2117bf8e021,1369
task258,False,9cf85f5ef87760197eaab665af872adc9c2a38a6b9c2133f506deb1e51402d09,9cf85f5ef87760197eaab665af872adc9c2a38a6b9c2133f506deb1e51402d09,880
task259,False,cd8f2883b4e59672ccd19f5a5b45fc92a1c48a4e736beaa179e62ce6d6dd7a07,cd8f2883b4e59672ccd19f5a5b45fc92a1c48a4e736beaa179e62ce6d6dd7a07,3882
task260,False,a0c625eeabd30f89f6f16ae6be445f721bbc7059d940e63069a03d74b0fc06a4,a0c625eeabd30f89f6f16ae6be445f721bbc7059d940e63069a03d74b0fc06a4,2263
task261,False,6104690685d52f02ca149095658b51c2d448d252f763922efdb0fd69749b630f,6104690685d52f02ca149095658b51c2d448d252f763922efdb0fd69749b630f,995
task262,False,0e242b2a1418fb93332fc01ff90e906403df0499e49baf091447cb02afec05aa,0e242b2a1418fb93332fc01ff90e906403df0499e49baf091447cb02afec05aa,903
task263,False,2396bdd0797f69ae5e0281ce27c9964eb2adba67e7d5f2d8286d6cd1ccdc46b3,2396bdd0797f69ae5e0281ce27c9964eb2adba67e7d5f2d8286d6cd1ccdc46b3,7427
task264,False,b7e962bb13add0ec5a62c31e9071c86846bc92ddd6060245f1c41f5593aa4992,b7e962bb13add0ec5a62c31e9071c86846bc92ddd6060245f1c41f5593aa4992,9904
task265,False,e44b248f5902d3d38b34e32679474cc70b8ee0d23a58ae93c6e8658e0375fc5d,e44b248f5902d3d38b34e32679474cc70b8ee0d23a58ae93c6e8658e0375fc5d,3110
task266,False,491258de81aba00b6aa06f223356e30346665751690278693288e858450c8563,491258de81aba00b6aa06f223356e30346665751690278693288e858450c8563,3825
task267,False,0c1142f835d5b78bdfecce78168ad1f450e2ffb23e10ffdcc06ee1df2bb5602e,0c1142f835d5b78bdfecce78168ad1f450e2ffb23e10ffdcc06ee1df2bb5602e,1202
task268,False,d6e7655471c32dea89573357bb31df7dc7c23396d2d8a7318ea2e17508b7d609,d6e7655471c32dea89573357bb31df7dc7c23396d2d8a7318ea2e17508b7d609,13356
task269,False,947f2c17a6b1d44a9f4ad789f9351b4edfb84e0298e879c258d5034b09e12f72,947f2c17a6b1d44a9f4ad789f9351b4edfb84e0298e879c258d5034b09e12f72,2336
task270,False,b73a12746408a64fc660309ec22c45ab3d2fdb4874d20e70981ac3d877927cba,b73a12746408a64fc660309ec22c45ab3d2fdb4874d20e70981ac3d877927cba,13845
task271,False,1d303e94d417fc4786c4e80dee5be764e57f981905d0bf8f5e5fdf48595b19ed,1d303e94d417fc4786c4e80dee5be764e57f981905d0bf8f5e5fdf48595b19ed,1993
task272,False,bb44a1717b5f9b6f1cd8f6bdd32aa6a40d88b17db3e200a8cb6f7806bb2c658d,bb44a1717b5f9b6f1cd8f6bdd32aa6a40d88b17db3e200a8cb6f7806bb2c658d,3825
task273,False,ef481d8f02832385edb2ae3838215e1c01c80ebc407639a5d04a17ab09227a4e,ef481d8f02832385edb2ae3838215e1c01c80ebc407639a5d04a17ab09227a4e,2414
task274,False,05e714a8af955d6f5061cbf93ea6964c368b3f5c164831d0bff7c9a31b8986d6,05e714a8af955d6f5061cbf93ea6964c368b3f5c164831d0bff7c9a31b8986d6,3619
task275,False,b05c9d902d60b5e03aa3436e187c874a4948bffc12b2ce6c86fd8ed957970680,b05c9d902d60b5e03aa3436e187c874a4948bffc12b2ce6c86fd8ed957970680,24193
task276,False,2a3e881ae92099c36f1955bdf96ca1e9f77a4ef3d1d3eb58c63eccc80a655c7e,2a3e881ae92099c36f1955bdf96ca1e9f77a4ef3d1d3eb58c63eccc80a655c7e,217
task277,False,cdd58c9156822d0c5c668ebff763d57659136b9c3169c7db59aad321bb92dad1,cdd58c9156822d0c5c668ebff763d57659136b9c3169c7db59aad321bb92dad1,6687
task278,False,0c14b78590ad46420b694424fb879d1c8bdef545b3a92cd9ef5a15278e77cf1e,0c14b78590ad46420b694424fb879d1c8bdef545b3a92cd9ef5a15278e77cf1e,2285
task279,False,77ad3d002b2c64888991d763c754fc018247f352e78c562d64fca7db08032314,77ad3d002b2c64888991d763c754fc018247f352e78c562d64fca7db08032314,10314
task280,False,0ba0568bbb48a9b051c258201debcd346d773a5d71ba1a149f8fd8b615f4c7a0,0ba0568bbb48a9b051c258201debcd346d773a5d71ba1a149f8fd8b615f4c7a0,10565
task281,False,ca2a1537dd3fbe42f2138c372b482af55ba9bacf05230c700a13f8ac7caf45df,ca2a1537dd3fbe42f2138c372b482af55ba9bacf05230c700a13f8ac7caf45df,7659
task282,False,3b69ffb73c79f09e8523073931061610e74b3e0d32534378317960c9557acd0d,3b69ffb73c79f09e8523073931061610e74b3e0d32534378317960c9557acd0d,3798
task283,False,b0e2a1e5a77dc63e5c2faa69d44120f7fe0e8773160760e68b7f5912591f4c60,b0e2a1e5a77dc63e5c2faa69d44120f7fe0e8773160760e68b7f5912591f4c60,3825
task284,False,c62db018d92766a4766f259ff8fed87498687d66f484804eb7217d619a04639a,c62db018d92766a4766f259ff8fed87498687d66f484804eb7217d619a04639a,23013
task285,False,a7b6460a76896e8eabafd5d99bbac88a6a49d21bcf62107026bdf33a4e0f0c22,a7b6460a76896e8eabafd5d99bbac88a6a49d21bcf62107026bdf33a4e0f0c22,36534
task286,False,91641d3dce315529001fbcca26bce7b3be3f885abf2d219b66728a428db1c152,91641d3dce315529001fbcca26bce7b3be3f885abf2d219b66728a428db1c152,19603
task287,False,4cdbdb8ebc51362af348b4c6b27acc968618f39eb23639e05932f58cfd196831,4cdbdb8ebc51362af348b4c6b27acc968618f39eb23639e05932f58cfd196831,1686
task288,False,0e48931aebec1eb0659c9be80508c8650400244b0f49af19d8698dd8b162a3cb,0e48931aebec1eb0659c9be80508c8650400244b0f49af19d8698dd8b162a3cb,5948
task289,False,00049ab3fa944a3759833dc85ccfb83f4f4ae7a1ab800664e74423dfb9c7b6d9,00049ab3fa944a3759833dc85ccfb83f4f4ae7a1ab800664e74423dfb9c7b6d9,2041
task290,False,f1086fcddc1287e8f751349bbcc1c1bc72e816011cd787def2fc61971684f688,f1086fcddc1287e8f751349bbcc1c1bc72e816011cd787def2fc61971684f688,3323
task291,False,f97257c9bae5cbdf0614cf4f6d0aeda2c0db164b44f4861fc829c00eae636b67,f97257c9bae5cbdf0614cf4f6d0aeda2c0db164b44f4861fc829c00eae636b67,6009
task292,False,e07b37f22f098e404b58d7607ce39d0fe5eddd0d9460f62732e9ce79fdb66757,e07b37f22f098e404b58d7607ce39d0fe5eddd0d9460f62732e9ce79fdb66757,1065
task293,False,2e7bfffcf5118fe59a8696a7973cfea6de63af4180130714f9f63788434cd556,2e7bfffcf5118fe59a8696a7973cfea6de63af4180130714f9f63788434cd556,8093
task294,False,247179b0cb2fab9e792e9f91da564f6ee1f8d4059046fabd7bfd7e7d3d010cd9,247179b0cb2fab9e792e9f91da564f6ee1f8d4059046fabd7bfd7e7d3d010cd9,3825
task295,True,5a049215df9c118110ba1217eb55447b5d335f09e93a9526e6862ff5b585b365,7b18d0ee9b04afa6db8393104484e5cd2834a81a6c49a74fa98bb59c57eecbd7,1889
task296,False,ef3bf836cbc30e5283b2fc94870db8ddcd570778c46a325a0760ed3c9e736da5,ef3bf836cbc30e5283b2fc94870db8ddcd570778c46a325a0760ed3c9e736da5,2803
task297,False,d627eca68b90f28a02781a8682497d5d894ddf8ff7e163243e795361ab962953,d627eca68b90f28a02781a8682497d5d894ddf8ff7e163243e795361ab962953,2373
