source,task_id,pass,total,score,cost,anchor_score,anchor_cost,delta,error,path
biohack44_superior,196,266,266,14.618974770564057,32242,14.618974770564057,32242,0.0,,submissions/biohack44_superior_onnx/task196.onnx
biohack44_superior,197,267,267,14.166555524825903,50688,14.166555524825903,50688,0.0,,submissions/biohack44_superior_onnx/task197.onnx
biohack44_superior,198,266,266,13.449576458609688,103821,13.449576458609688,103821,0.0,,submissions/biohack44_superior_onnx/task198.onnx
biohack44_superior,199,266,266,15.30989132872317,16157,15.30989132872317,16157,0.0,,submissions/biohack44_superior_onnx/task199.onnx
biohack44_superior,200,84,84,15.975266575809302,8306,15.976591797375455,8295,-0.001325221566153445,,submissions/biohack44_superior_onnx/task200.onnx
biohack44_superior,201,266,266,13.556167411517057,93324,13.562876248446054,92700,-0.006708836928996931,,submissions/biohack44_superior_onnx/task201.onnx
biohack44_superior,202,0,267,0.0,,13.258187509088495,125720,-13.258187509088495,"Traceback (most recent call last): |   File ""$HOME/Desktop/kaggleonnx/tools/neurogolf_local.py"", line 286, in score_onnx |     output = session.run([""output""], {""input"": encode_grid(example[""input""])})[0] |                                                ~~~~~~~~~~~^^^^^^^^^^^^^^^^^^ |   File ""$HOME/Desktop/kaggleonnx/tools/neurogolf_local.py"", line 57, in encode_grid |     out[0, color, row, col] = 1.0 |     ~~~^^^^^^^^^^^^^^^^^^^^ | IndexError: index 30 is out of bounds for axis 3 with size 30",submissions/biohack44_superior_onnx/task202.onnx
biohack44_superior,203,267,267,13.610350127195805,88402,13.631707320725468,86534,-0.021357193529663476,,submissions/biohack44_superior_onnx/task203.onnx
biohack44_superior,204,268,268,13.206001755917926,132455,13.314416183646774,118846,-0.10841442772884768,,submissions/biohack44_superior_onnx/task204.onnx
biohack44_superior,205,266,266,12.814502580143285,195927,13.45448150576291,103313,-0.6399789256196247,,submissions/biohack44_superior_onnx/task205.onnx
biohack44_superior,206,266,266,13.89534357047067,66480,13.975062924893004,61386,-0.07971935442233402,,submissions/biohack44_superior_onnx/task206.onnx
biohack44_superior,207,265,265,17.463636061595487,1875,17.463636061595487,1875,0.0,,submissions/biohack44_superior_onnx/task207.onnx
biohack44_superior,208,266,266,13.56749314667969,92273,13.566031166031484,92408,0.001461980648205241,,submissions/biohack44_superior_onnx/task208.onnx
biohack44_superior,209,266,266,12.494619375528089,269785,13.361711412073099,113356,-0.8670920365450101,,submissions/biohack44_superior_onnx/task209.onnx
biohack44_superior,210,266,266,21.598802618337846,30,21.598802618337846,30,0.0,,submissions/biohack44_superior_onnx/task210.onnx
biohack44_superior,211,266,266,17.504458056115745,1800,17.504458056115745,1800,0.0,,submissions/biohack44_superior_onnx/task211.onnx
biohack44_superior,212,265,265,15.792764442977296,9969,15.792664137044117,9970,0.00010030593317900127,,submissions/biohack44_superior_onnx/task212.onnx
biohack44_superior,213,265,265,14.17549291401663,50237,14.17788444912623,50117,-0.00239153510960044,,submissions/biohack44_superior_onnx/task213.onnx
biohack44_superior,214,266,266,17.504458056115745,1800,17.504458056115745,1800,0.0,,submissions/biohack44_superior_onnx/task214.onnx
biohack44_superior,215,265,265,14.321347587694286,43419,14.721712753666592,29094,-0.40036516597230687,,submissions/biohack44_superior_onnx/task215.onnx
biohack44_superior,216,266,266,13.451977697992342,103572,13.449663150031625,103812,0.0023145479607169506,,submissions/biohack44_superior_onnx/task216.onnx
biohack44_superior,217,266,266,13.747647405002935,77061,15.206104124093967,17924,-1.458456719091032,,submissions/biohack44_superior_onnx/task217.onnx
biohack44_superior,218,266,266,14.948006239164648,23202,14.948006239164648,23202,0.0,,submissions/biohack44_superior_onnx/task218.onnx
biohack44_superior,219,265,265,8.6399959636544,12736775,13.681837161994336,82303,-5.041841198339936,,submissions/biohack44_superior_onnx/task219.onnx
biohack44_superior,220,267,267,18.197605236675688,900,18.197605236675688,900,0.0,,submissions/biohack44_superior_onnx/task220.onnx
biohack44_superior,221,267,267,14.069235056400384,55869,14.069306655018561,55865,-7.15986181774042e-05,,submissions/biohack44_superior_onnx/task221.onnx
biohack44_superior,222,266,266,14.031198444197276,58035,14.031198444197276,58035,0.0,,submissions/biohack44_superior_onnx/task222.onnx
biohack44_superior,223,265,265,17.504458056115745,1800,17.504458056115745,1800,0.0,,submissions/biohack44_superior_onnx/task223.onnx
biohack44_superior,224,266,266,14.275455898281896,45458,14.274048995433871,45522,0.0014069028480250267,,submissions/biohack44_superior_onnx/task224.onnx
biohack44_superior,225,265,265,15.68728356140695,11078,15.68728356140695,11078,0.0,,submissions/biohack44_superior_onnx/task225.onnx
biohack44_superior,226,133,133,16.37682648504653,5559,16.37682648504653,5559,0.0,,submissions/biohack44_superior_onnx/task226.onnx
biohack44_superior,227,267,267,17.018266713308115,2927,17.018266713308115,2927,0.0,,submissions/biohack44_superior_onnx/task227.onnx
biohack44_superior,228,266,266,14.86993479941538,25086,14.86993479941538,25086,0.0,,submissions/biohack44_superior_onnx/task228.onnx
biohack44_superior,229,267,267,17.74936448810132,1409,17.74936448810132,1409,0.0,,submissions/biohack44_superior_onnx/task229.onnx
biohack44_superior,230,0,266,18.197605236675688,900,18.197605236675688,900,0.0,,submissions/biohack44_superior_onnx/task230.onnx
biohack44_superior,231,266,266,14.445698819920006,38342,14.448885782205735,38220,-0.0031869622857296775,,submissions/biohack44_superior_onnx/task231.onnx
biohack44_superior,232,266,266,14.707956157758622,29497,14.707956157758622,29497,0.0,,submissions/biohack44_superior_onnx/task232.onnx
biohack44_superior,233,266,266,10.677923076043767,1659583,10.81240050639769,1450762,-0.13447743035392357,,submissions/biohack44_superior_onnx/task233.onnx
biohack44_superior,234,266,266,13.151052399688943,139937,13.689154000119816,81703,-0.5381016004308723,,submissions/biohack44_superior_onnx/task234.onnx
biohack44_superior,235,69,69,17.801068759311825,1338,17.81007782925419,1326,-0.0090090699423655,,submissions/biohack44_superior_onnx/task235.onnx
biohack44_superior,236,267,267,18.417974861107176,722,18.53697054307933,641,-0.11899568197215515,,submissions/biohack44_superior_onnx/task236.onnx
biohack44_superior,237,266,266,15.430308268881676,14324,15.430308268881676,14324,0.0,,submissions/biohack44_superior_onnx/task237.onnx
biohack44_superior,238,266,266,13.927565965061614,64372,13.927565965061614,64372,0.0,,submissions/biohack44_superior_onnx/task238.onnx
biohack44_superior,239,267,267,13.54388830238479,94477,13.525015267707683,96277,0.01887303467710666,,submissions/biohack44_superior_onnx/task239.onnx
biohack44_superior,240,266,266,14.22660078877651,47734,14.99318900523197,22177,-0.7665882164554603,,submissions/biohack44_superior_onnx/task240.onnx
biohack44_superior,241,266,266,25.0,0,25.0,0,0.0,,submissions/biohack44_superior_onnx/task241.onnx
biohack44_superior,242,266,266,15.046580078715662,21024,15.090580078810763,20119,-0.0440000000951013,,submissions/biohack44_superior_onnx/task242.onnx
biohack44_superior,243,265,265,13.395179270325515,109625,13.401199636921024,108967,-0.006020366595508975,,submissions/biohack44_superior_onnx/task243.onnx
biohack44_superior,244,266,266,14.633344629227418,31782,14.633722272736438,31770,-0.0003776435090205865,,submissions/biohack44_superior_onnx/task244.onnx
biohack44_superior,245,267,267,14.724431783375291,29015,14.724535183516696,29012,-0.00010340014140552967,,submissions/biohack44_superior_onnx/task245.onnx
biohack44_superior,246,266,266,15.497661881504435,13391,15.497661881504435,13391,0.0,,submissions/biohack44_superior_onnx/task246.onnx
biohack44_superior,247,269,269,14.999794168587435,22031,14.99327919282222,22175,0.006514975765215425,,submissions/biohack44_superior_onnx/task247.onnx
biohack44_superior,248,13,13,16.208058011543883,6581,16.208058011543883,6581,0.0,,submissions/biohack44_superior_onnx/task248.onnx
biohack44_superior,249,265,265,15.895131260966052,8999,15.895131260966052,8999,0.0,,submissions/biohack44_superior_onnx/task249.onnx
biohack44_superior,250,265,265,15.496915389979772,13401,15.595656566456025,12141,-0.09874117647625269,,submissions/biohack44_superior_onnx/task250.onnx
biohack44_superior,251,266,266,13.47239284049379,101479,13.481291290274044,100580,-0.008898449780254225,,submissions/biohack44_superior_onnx/task251.onnx
biohack44_superior,252,266,266,14.447160426903599,38286,14.453028311923028,38062,-0.005867885019428698,,submissions/biohack44_superior_onnx/task252.onnx
biohack44_superior,253,265,265,14.215455188361384,48269,14.215455188361384,48269,0.0,,submissions/biohack44_superior_onnx/task253.onnx
biohack44_superior,254,265,265,16.018318360026136,7956,16.018318360026136,7956,0.0,,submissions/biohack44_superior_onnx/task254.onnx
biohack44_superior,255,265,265,10.661365750459474,1687290,10.718955788261443,1592864,-0.05759003780196892,,submissions/biohack44_superior_onnx/task255.onnx
biohack44_superior,256,266,266,15.033960272806908,21291,15.041882226812756,21123,-0.007921954005848164,,submissions/biohack44_superior_onnx/task256.onnx
biohack44_superior,257,269,269,18.01806532284361,1077,18.01806532284361,1077,0.0,,submissions/biohack44_superior_onnx/task257.onnx
biohack44_superior,258,266,266,19.924826184766175,160,19.924826184766175,160,0.0,,submissions/biohack44_superior_onnx/task258.onnx
biohack44_superior,259,266,266,16.169018489047502,6843,16.169018489047502,6843,0.0,,submissions/biohack44_superior_onnx/task259.onnx
biohack44_superior,260,266,266,15.568598242913932,12474,15.568598242913932,12474,0.0,,submissions/biohack44_superior_onnx/task260.onnx
biohack44_superior,261,265,265,19.701682633451963,200,19.701682633451963,200,0.0,,submissions/biohack44_superior_onnx/task261.onnx
biohack44_superior,262,11,11,16.086315175274706,7433,16.765169719557946,3770,-0.6788545442832401,,submissions/biohack44_superior_onnx/task262.onnx
biohack44_superior,263,267,267,16.006075858588602,8054,16.0058275656016,8056,0.0002482929870026851,,submissions/biohack44_superior_onnx/task263.onnx
biohack44_superior,264,265,265,13.154639006390818,139436,13.155212910966242,139356,-0.0005739045754236116,,submissions/biohack44_superior_onnx/task264.onnx
biohack44_superior,265,266,266,14.424537832136728,39162,14.408076346634045,39812,0.016461485502683004,,submissions/biohack44_superior_onnx/task265.onnx
biohack44_superior,266,20,20,18.186555400489105,910,18.186555400489105,910,0.0,,submissions/biohack44_superior_onnx/task266.onnx
biohack44_superior,267,264,264,17.865109148434115,1255,17.904106778902467,1207,-0.038997630468351474,,submissions/biohack44_superior_onnx/task267.onnx
biohack44_superior,268,266,266,14.983764287772118,22387,14.983764287772118,22387,0.0,,submissions/biohack44_superior_onnx/task268.onnx
biohack44_superior,269,266,266,15.940249986656319,8602,15.940249986656319,8602,0.0,,submissions/biohack44_superior_onnx/task269.onnx
biohack44_superior,270,266,266,14.749559610423375,28295,14.785321389461183,27301,-0.03576177903780753,,submissions/biohack44_superior_onnx/task270.onnx
biohack44_superior,271,267,267,14.725259284025897,28991,14.725259284025897,28991,0.0,,submissions/biohack44_superior_onnx/task271.onnx
biohack44_superior,272,267,267,18.186555400489105,910,18.186555400489105,910,0.0,,submissions/biohack44_superior_onnx/task272.onnx
biohack44_superior,273,266,266,16.311040765729324,5937,16.294337521203573,6037,0.01670324452575045,,submissions/biohack44_superior_onnx/task273.onnx
biohack44_superior,274,269,269,15.942694264192879,8581,15.942694264192879,8581,0.0,,submissions/biohack44_superior_onnx/task274.onnx
biohack44_superior,275,266,266,13.662869436848247,83879,13.66280982894899,83884,5.960789925651966e-05,,submissions/biohack44_superior_onnx/task275.onnx
biohack44_superior,276,266,266,22.697414907005953,10,22.697414907005953,10,0.0,,submissions/biohack44_superior_onnx/task276.onnx
biohack44_superior,277,266,266,15.410059486110708,14617,15.410059486110708,14617,0.0,,submissions/biohack44_superior_onnx/task277.onnx
biohack44_superior,278,265,265,14.55468246483519,34383,14.55468246483519,34383,0.0,,submissions/biohack44_superior_onnx/task278.onnx
biohack44_superior,279,266,266,14.7808991100834,27422,14.821535747509644,26330,-0.04063663742624435,,submissions/biohack44_superior_onnx/task279.onnx
biohack44_superior,280,267,267,13.156002567937232,139246,13.586828574167079,90506,-0.43082600622984657,,submissions/biohack44_superior_onnx/task280.onnx
biohack44_superior,281,266,266,13.60794357751076,88615,13.597168457826845,89575,0.01077511968391498,,submissions/biohack44_superior_onnx/task281.onnx
biohack44_superior,282,0,265,18.197605236675688,900,18.197605236675688,900,0.0,,submissions/biohack44_superior_onnx/task282.onnx
biohack44_superior,283,265,265,18.186555400489105,910,18.186555400489105,910,0.0,,submissions/biohack44_superior_onnx/task283.onnx
biohack44_superior,284,266,266,13.466958231444947,102032,13.475808238755878,101133,-0.008850007310931218,,submissions/biohack44_superior_onnx/task284.onnx
biohack44_superior,285,265,265,11.90344070263721,487263,12.305212379433542,326044,-0.4017716767963311,,submissions/biohack44_superior_onnx/task285.onnx
biohack44_superior,286,265,265,13.00341457933655,162200,13.011269019324953,160931,-0.007854439988403072,,submissions/biohack44_superior_onnx/task286.onnx
biohack44_superior,287,267,267,14.975800372301608,22566,14.975800372301608,22566,0.0,,submissions/biohack44_superior_onnx/task287.onnx
biohack44_superior,288,267,267,14.632558329669694,31807,14.632558329669694,31807,0.0,,submissions/biohack44_superior_onnx/task288.onnx
biohack44_superior,289,268,268,14.874489523818365,24972,14.86017630236368,25332,0.014313221454685277,,submissions/biohack44_superior_onnx/task289.onnx
biohack44_superior,290,266,266,15.631972352188223,11708,15.631972352188223,11708,0.0,,submissions/biohack44_superior_onnx/task290.onnx
biohack44_superior,291,265,265,16.627370259775116,4327,16.627370259775116,4327,0.0,,submissions/biohack44_superior_onnx/task291.onnx
biohack44_superior,292,28,28,16.244577619851512,6345,16.250901751600978,6305,-0.006324131749465778,,submissions/biohack44_superior_onnx/task292.onnx
biohack44_superior,293,267,267,14.882571106914462,24771,14.882894117374734,24763,-0.00032301046027249924,,submissions/biohack44_superior_onnx/task293.onnx
biohack44_superior,294,265,265,18.186555400489105,910,18.186555400489105,910,0.0,,submissions/biohack44_superior_onnx/task294.onnx
biohack44_superior,295,268,268,15.58867988941133,12226,15.591628777524683,12190,-0.002948888113353476,,submissions/biohack44_superior_onnx/task295.onnx
biohack44_superior,296,268,268,16.67760588688883,4115,16.67955188604344,4107,-0.0019459991546106892,,submissions/biohack44_superior_onnx/task296.onnx
biohack44_superior,297,265,265,15.876089356022204,9172,15.876089356022204,9172,0.0,,submissions/biohack44_superior_onnx/task297.onnx
biohack44_superior,298,267,267,15.387667209394625,14948,15.390078463074628,14912,-0.002411253680003611,,submissions/biohack44_superior_onnx/task298.onnx
biohack44_superior,299,21,21,17.5100291011652,1790,17.5100291011652,1790,0.0,,submissions/biohack44_superior_onnx/task299.onnx
biohack44_superior,300,267,267,13.74099951068342,77575,13.741373412351637,77546,-0.0003739016682171581,,submissions/biohack44_superior_onnx/task300.onnx
biohack44_superior,301,266,266,13.91804208355036,64988,14.004689823155179,59594,-0.08664773960481931,,submissions/biohack44_superior_onnx/task301.onnx
biohack44_superior,302,266,266,16.03863393937255,7796,16.03863393937255,7796,0.0,,submissions/biohack44_superior_onnx/task302.onnx
biohack44_superior,303,265,265,13.701382237681582,80710,13.701382237681582,80710,0.0,,submissions/biohack44_superior_onnx/task303.onnx
biohack44_superior,304,266,266,15.413005601769772,14574,15.418509950330773,14494,-0.005504348561000683,,submissions/biohack44_superior_onnx/task304.onnx
biohack44_superior,305,266,266,16.71802294113224,3952,16.71802294113224,3952,0.0,,submissions/biohack44_superior_onnx/task305.onnx
biohack44_superior,306,265,265,13.926448091389123,64444,13.926448091389123,64444,0.0,,submissions/biohack44_superior_onnx/task306.onnx
biohack44_superior,307,266,266,17.504458056115745,1800,17.504458056115745,1800,0.0,,submissions/biohack44_superior_onnx/task307.onnx
biohack44_superior,308,266,266,14.200179554930664,49012,15.104595023657227,19839,-0.9044154687265635,,submissions/biohack44_superior_onnx/task308.onnx
biohack44_superior,309,265,265,22.697414907005953,10,22.697414907005953,10,0.0,,submissions/biohack44_superior_onnx/task309.onnx
biohack44_superior,310,266,266,14.81732888526699,26441,14.844237369643414,25739,-0.026908484376424013,,submissions/biohack44_superior_onnx/task310.onnx
biohack44_superior,311,266,266,21.598802618337846,30,21.598802618337846,30,0.0,,submissions/biohack44_superior_onnx/task311.onnx
biohack44_superior,312,265,265,15.791761836115688,9979,15.791761836115688,9979,0.0,,submissions/biohack44_superior_onnx/task312.onnx
biohack44_superior,313,266,266,13.666536185257858,83572,13.760196456150222,76100,-0.0936602708923644,,submissions/biohack44_superior_onnx/task313.onnx
biohack44_superior,314,266,266,15.941180435665059,8594,15.941180435665059,8594,0.0,,submissions/biohack44_superior_onnx/task314.onnx
biohack44_superior,315,266,266,15.469099027006097,13779,15.83497085073382,9557,-0.36587182372772276,,submissions/biohack44_superior_onnx/task315.onnx
biohack44_superior,316,266,266,16.658351381098694,4195,16.82727089513453,3543,-0.16891951403583505,,submissions/biohack44_superior_onnx/task316.onnx
biohack44_superior,317,0,265,18.197605236675688,900,18.197605236675688,900,0.0,,submissions/biohack44_superior_onnx/task317.onnx
biohack44_superior,318,267,267,18.374607631992042,754,18.397412107810663,737,-0.022804475818620773,,submissions/biohack44_superior_onnx/task318.onnx
biohack44_superior,319,267,267,11.48839033131088,737934,14.5804605047263,33508,-3.0920701734154203,,submissions/biohack44_superior_onnx/task319.onnx
biohack44_superior,320,266,266,16.445511023840066,5190,16.445511023840066,5190,0.0,,submissions/biohack44_superior_onnx/task320.onnx
biohack44_superior,321,267,267,16.385498626116764,5511,16.385498626116764,5511,0.0,,submissions/biohack44_superior_onnx/task321.onnx
biohack44_superior,322,266,266,18.046315789129462,1047,18.23727049306812,865,-0.1909547039386581,,submissions/biohack44_superior_onnx/task322.onnx
biohack44_superior,323,172,172,16.58086074905915,4533,16.58086074905915,4533,0.0,,submissions/biohack44_superior_onnx/task323.onnx
biohack44_superior,324,266,266,12.836881829444488,191591,14.203081009735799,48870,-1.3661991802913107,,submissions/biohack44_superior_onnx/task324.onnx
biohack44_superior,325,266,266,14.330533108254256,43022,14.330533108254256,43022,0.0,,submissions/biohack44_superior_onnx/task325.onnx
biohack44_superior,326,266,266,19.888012211643456,166,19.924826184766175,160,-0.036813973122718835,,submissions/biohack44_superior_onnx/task326.onnx
biohack44_superior,327,265,265,16.07096209351156,7548,16.07096209351156,7548,0.0,,submissions/biohack44_superior_onnx/task327.onnx
biohack44_superior,328,267,267,13.847011937861975,69772,13.884006157119696,67238,-0.036994219257721284,,submissions/biohack44_superior_onnx/task328.onnx
biohack44_superior,329,266,266,15.76399188127524,10260,15.76399188127524,10260,0.0,,submissions/biohack44_superior_onnx/task329.onnx
biohack44_superior,330,266,266,14.014300580163543,59024,14.014300580163543,59024,0.0,,submissions/biohack44_superior_onnx/task330.onnx
biohack44_superior,331,265,265,18.186555400489105,910,18.186555400489105,910,0.0,,submissions/biohack44_superior_onnx/task331.onnx
biohack44_superior,332,267,267,15.896131872534333,8990,15.952178557521592,8500,-0.05604668498725829,,submissions/biohack44_superior_onnx/task332.onnx
biohack44_superior,333,265,265,14.877658081568091,24893,14.947532254452554,23213,-0.06987417288446274,,submissions/biohack44_superior_onnx/task333.onnx
biohack44_superior,334,271,271,18.157316717761578,937,18.588181732290103,609,-0.4308650145285249,,submissions/biohack44_superior_onnx/task334.onnx
biohack44_superior,335,266,266,14.217674392640369,48162,14.258204878914801,46249,-0.040530486274432675,,submissions/biohack44_superior_onnx/task335.onnx
biohack44_superior,336,31,31,16.294503180112258,6036,16.294503180112258,6036,0.0,,submissions/biohack44_superior_onnx/task336.onnx
biohack44_superior,337,266,266,22.697414907005953,10,22.697414907005953,10,0.0,,submissions/biohack44_superior_onnx/task337.onnx
biohack44_superior,338,267,267,14.271263020021859,45649,14.285226738886886,45016,-0.013963718865026564,,submissions/biohack44_superior_onnx/task338.onnx
biohack44_superior,339,266,266,18.215542937362358,884,18.215542937362358,884,0.0,,submissions/biohack44_superior_onnx/task339.onnx
biohack44_superior,340,266,266,13.83887566105239,70342,13.885434941408004,67142,-0.04655928035561452,,submissions/biohack44_superior_onnx/task340.onnx
biohack44_superior,341,266,266,15.15493636760159,18865,15.15493636760159,18865,0.0,,submissions/biohack44_superior_onnx/task341.onnx
biohack44_superior,342,266,266,15.5946686681292,12153,15.5946686681292,12153,0.0,,submissions/biohack44_superior_onnx/task342.onnx
biohack44_superior,343,266,266,14.736881875699506,28656,14.741253505583026,28531,-0.004371629883520356,,submissions/biohack44_superior_onnx/task343.onnx
biohack44_superior,344,266,266,17.17196196787417,2510,17.17196196787417,2510,0.0,,submissions/biohack44_superior_onnx/task344.onnx
biohack44_superior,345,264,264,14.2821437053151,45155,15.631289292052376,11716,-1.3491455867372757,,submissions/biohack44_superior_onnx/task345.onnx
biohack44_superior,346,267,267,15.875435405045222,9178,15.875435405045222,9178,0.0,,submissions/biohack44_superior_onnx/task346.onnx
biohack44_superior,347,269,269,17.603051397378987,1631,17.619120964435883,1605,-0.01606956705689555,,submissions/biohack44_superior_onnx/task347.onnx
biohack44_superior,348,265,265,16.11719194507556,7207,16.103411928208782,7307,0.013780016866778766,,submissions/biohack44_superior_onnx/task348.onnx
biohack44_superior,349,267,267,13.115635124234073,144982,14.190676173493577,49480,-1.0750410492595037,,submissions/biohack44_superior_onnx/task349.onnx
biohack44_superior,350,267,267,15.10499835111417,19831,15.10499835111417,19831,0.0,,submissions/biohack44_superior_onnx/task350.onnx
biohack44_superior,351,265,265,14.532506311227156,35154,14.532506311227156,35154,0.0,,submissions/biohack44_superior_onnx/task351.onnx
biohack44_superior,352,266,266,16.20124341714016,6626,16.20124341714016,6626,0.0,,submissions/biohack44_superior_onnx/task352.onnx
biohack44_superior,353,271,271,16.403810802357263,5411,16.403810802357263,5411,0.0,,submissions/biohack44_superior_onnx/task353.onnx
biohack44_superior,354,266,266,15.258619697007587,17007,15.258619697007587,17007,0.0,,submissions/biohack44_superior_onnx/task354.onnx
biohack44_superior,355,267,267,15.624569008158225,11795,15.624569008158225,11795,0.0,,submissions/biohack44_superior_onnx/task355.onnx
biohack44_superior,356,266,266,16.482406888562437,5002,16.482406888562437,5002,0.0,,submissions/biohack44_superior_onnx/task356.onnx
biohack44_superior,357,13,13,16.208058011543883,6581,16.208058011543883,6581,0.0,,submissions/biohack44_superior_onnx/task357.onnx
biohack44_superior,358,265,265,13.356055044591665,113999,13.371400388183703,112263,-0.015345343592038319,,submissions/biohack44_superior_onnx/task358.onnx
biohack44_superior,359,266,266,14.156974048870026,51176,14.347150353576192,42313,-0.1901763047061653,,submissions/biohack44_superior_onnx/task359.onnx
biohack44_superior,360,266,266,15.681164031870518,11146,15.680267251252621,11156,0.0008967806178965532,,submissions/biohack44_superior_onnx/task360.onnx
biohack44_superior,361,266,266,15.324794176634205,15918,15.351856412003707,15493,-0.027062235369502474,,submissions/biohack44_superior_onnx/task361.onnx
biohack44_superior,362,267,267,15.604176407892284,12038,15.612434368654611,11939,-0.008257960762326988,,submissions/biohack44_superior_onnx/task362.onnx
biohack44_superior,363,265,265,13.604788823049327,88895,13.625050073974103,87112,-0.02026125092477571,,submissions/biohack44_superior_onnx/task363.onnx
biohack44_superior,364,266,266,13.737126902901199,77876,13.754457371489742,76538,-0.01733046858854337,,submissions/biohack44_superior_onnx/task364.onnx
biohack44_superior,365,266,266,14.01786479921536,58814,14.01786479921536,58814,0.0,,submissions/biohack44_superior_onnx/task365.onnx
biohack44_superior,366,0,266,0.0,,11.493032942114981,734516,-11.493032942114981,"Traceback (most recent call last): |   File ""$HOME/Desktop/kaggleonnx/tools/neurogolf_local.py"", line 286, in score_onnx |     output = session.run([""output""], {""input"": encode_grid(example[""input""])})[0] |                                                ~~~~~~~~~~~^^^^^^^^^^^^^^^^^^ |   File ""$HOME/Desktop/kaggleonnx/tools/neurogolf_local.py"", line 57, in encode_grid |     out[0, color, row, col] = 1.0 |     ~~~^^^^^^^^^^^^^^^^^^^^ | IndexError: index 30 is out of bounds for axis 3 with size 30",submissions/biohack44_superior_onnx/task366.onnx
biohack44_superior,367,266,266,12.575318067412313,248869,13.125192173257059,143603,-0.5498741058447454,,submissions/biohack44_superior_onnx/task367.onnx
biohack44_superior,368,265,265,14.615970788806473,32339,14.615970788806473,32339,0.0,,submissions/biohack44_superior_onnx/task368.onnx
biohack44_superior,369,265,265,16.04726523289313,7729,16.04726523289313,7729,0.0,,submissions/biohack44_superior_onnx/task369.onnx
biohack44_superior,370,266,266,13.023818620491419,158924,13.417492503798178,107206,-0.393673883306759,,submissions/biohack44_superior_onnx/task370.onnx
biohack44_superior,371,266,266,15.039140167606002,21181,15.039140167606002,21181,0.0,,submissions/biohack44_superior_onnx/task371.onnx
biohack44_superior,372,266,266,15.633510945533885,11690,16.02817065646915,7878,-0.3946597109352652,,submissions/biohack44_superior_onnx/task372.onnx
biohack44_superior,373,75,75,18.559053459367078,627,18.738508315678956,524,-0.17945485631187807,,submissions/biohack44_superior_onnx/task373.onnx
biohack44_superior,374,267,267,14.140289716998371,52037,15.69053853715601,11042,-1.5502488201576394,,submissions/biohack44_superior_onnx/task374.onnx
biohack44_superior,375,58,58,15.372793097191211,15172,15.372793097191211,15172,0.0,,submissions/biohack44_superior_onnx/task375.onnx
biohack44_superior,376,39,39,14.388895461309366,40583,15.424114143916897,14413,-1.0352186826075318,,submissions/biohack44_superior_onnx/task376.onnx
biohack44_superior,377,266,266,13.923395836627657,64641,14.175751720918266,50224,-0.2523558842906084,,submissions/biohack44_superior_onnx/task377.onnx
biohack44_superior,378,267,267,14.378672654313554,41000,14.428477967719003,39008,-0.04980531340544836,,submissions/biohack44_superior_onnx/task378.onnx
biohack44_superior,379,266,266,13.808671952355807,72499,13.808671952355807,72499,0.0,,submissions/biohack44_superior_onnx/task379.onnx
biohack44_superior,380,267,267,18.397412107810663,737,18.409698951803314,728,-0.012286843992651342,,submissions/biohack44_superior_onnx/task380.onnx
biohack44_superior,381,265,265,16.788788638206977,3682,16.78906026662098,3681,-0.00027162841400141247,,submissions/biohack44_superior_onnx/task381.onnx
biohack44_superior,382,266,266,13.351722301143313,114494,13.416112936092428,107354,-0.06439063494911501,,submissions/biohack44_superior_onnx/task382.onnx
biohack44_superior,383,266,266,13.239121304806988,128140,13.23196730851017,129060,0.0071539962968181214,,submissions/biohack44_superior_onnx/task383.onnx
biohack44_superior,384,266,266,13.77808213091013,74751,13.778470160860206,74722,-0.00038802995007536367,,submissions/biohack44_superior_onnx/task384.onnx
biohack44_superior,385,265,265,21.598802618337846,30,21.598802618337846,30,0.0,,submissions/biohack44_superior_onnx/task385.onnx
biohack44_superior,386,268,268,17.300610593743265,2207,17.31246123379837,2181,-0.011850640055104833,,submissions/biohack44_superior_onnx/task386.onnx
biohack44_superior,387,266,266,13.935222743441669,63881,13.940291846175448,63558,-0.005069102733779474,,submissions/biohack44_superior_onnx/task387.onnx
biohack44_superior,388,266,266,16.225377779303003,6468,16.225377779303003,6468,0.0,,submissions/biohack44_superior_onnx/task388.onnx
biohack44_superior,389,266,266,17.451444020830127,1898,17.451444020830127,1898,0.0,,submissions/biohack44_superior_onnx/task389.onnx
biohack44_superior,390,266,266,14.884591636172143,24721,14.885765416486214,24692,-0.0011737803140707825,,submissions/biohack44_superior_onnx/task390.onnx
biohack44_superior,391,267,267,15.787561829941671,10021,15.787561829941671,10021,0.0,,submissions/biohack44_superior_onnx/task391.onnx
biohack44_superior,392,266,266,14.662459882503795,30870,14.662459882503795,30870,0.0,,submissions/biohack44_superior_onnx/task392.onnx
biohack44_superior,393,265,265,16.321879144477478,5873,18.870949789939456,459,-2.5490706454619776,,submissions/biohack44_superior_onnx/task393.onnx
biohack44_superior,394,266,266,16.53346872338599,4753,16.53346872338599,4753,0.0,,submissions/biohack44_superior_onnx/task394.onnx
biohack44_superior,395,268,268,17.581219117249205,1667,17.581219117249205,1667,0.0,,submissions/biohack44_superior_onnx/task395.onnx
biohack44_superior,396,266,266,12.967995068137443,168048,13.21180923259308,131688,-0.24381416445563708,,submissions/biohack44_superior_onnx/task396.onnx
