task_id,v2_sha256,v2_score,v2_source_label,v2_risk_label,matches_current_best_6122,matches_nadeem_6252,matches_candidate_v4,matches_biohack44_6113,matches_biohack44_6067,matches_konbu17_v36,matches_afr1ste_6335,matches_octaviograu_6154,matches_needless090_v31,matches_cdeotte,matches_yash9439,matches_jsrdcht_6029,matches_massimiliano_eda111,matches_octavi_6042,matches_haoranran_6100,matches_afr1ste_5689,matches_biohack44_super,matches_biohack44_6080,matches_biohack44_superior,known_match_summary
task086,fb8e2c6895c9222d8bc4c7bef5d953312ac8807d49bf81aae502dff77d8f755a,14.885239,current_best_6122,lb-verified-current-best,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"current_best_6122,candidate_v4"
task087,fd8bb9f6e85cbfcd68c2edb1cfd2b2968f4ef9066816b2763110e0086381148b,19.091917,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task088,9e7ea13b994ebe4fc0cc8c2f4bfd462d7dea74b364500cdd005ee3c8f75db494,13.804996,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nadeem_6252,candidate_v4"
task089,0a479a40d999937f174a12134d5f78bb97ea8a6c108f09e8f44398fe6cbbcd40,14.179382,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,biohack44_super,biohack44_6080"
task090,8032717a5846db3d60ae06a4fa0ff8af92327fd6b6102d39eff9ae246e44816a,13.943507,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task091,54b4f81da947fe9e1062238aea5766f1b3401479292e90556a2fac1107b7a72c,14.151323,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task092,f9932c64932cec343083563f2de6ba761604c06277a135415b9112af60d43ec7,14.257319,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task093,cd70e073d1fdbf93b6402aa5356e8c8f09529cd3e6048fc5501c4e44bda9d3e5,15.354118,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,candidate_v4,octaviograu_6154,biohack44_super"
task094,9877a08be2f356fe67653342ee102820efd26cbf7f80ad6490bd10011209d2ed,15.745356,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,candidate_v4,octaviograu_6154,biohack44_super"
task095,eca4d38cd8606a930a722084789b856626fff5d4938c02546296c7f3cca109cf,18.186555,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task096,ce8db8caf6b5f6cc84108a5efe1947880da7d802796c33483bbc8132e48c4f3a,12.825227,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,octaviograu_6154,biohack44_super"
task097,d3ac24b8f1ef82f43e7f57498baccf1d83880a6fe0266ba9484ac6eba27b8599,14.070256,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task098,8fff41bf99869a80261fa1ec8461431ffa90e7a616d10c1582642af88b241cde,18.186555,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task099,1e320d88cf0eac19c3c20b9c005a4be28ac50d4bf0a39015404f9deb22a0c31e,16.500971,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task100,dceade053a44b3cc0ee481a2b109060da44f7e12dc34d583c301f1c9d6f84691,16.214919,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,octaviograu_6154,biohack44_super"
task101,edd7e165314a501462e02577d29022d3eb27078c4eb090009d5f19a5f0c2fbf1,12.166837,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nadeem_6252,candidate_v4"
task102,96828587e72bb4a7f3af9bce80fa95d9431a6740d99b3f93d32e3c48096cea60,15.557993,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,candidate_v4,octaviograu_6154,biohack44_super"
task103,b3c052cdc64fa19a71396b9bc19a9017a70fae4e77cf764756b4e7eac2a36d4f,19.737310,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task104,2a9e28757c576c2248ca53c517bd98d43633ab65ecfa9542bebc9fc050ad2b0a,16.788789,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task105,c98b3f63a51b63155aeb92f922cbf3f241f84285f5f1705a033e4773d25b47ea,16.138508,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nadeem_6252,candidate_v4"
task106,9b54191da37371effdb80aaca05a4cddbabc19d25cbc1ebceae1d85a897c6698,17.940382,current_best_6122,lb-verified-current-best,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task107,b14df708a1620b804424d2ad11a6012e77c9895355e84c3f999e7c37360e23bc,13.806578,current_best_6122,lb-verified-current-best,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"current_best_6122,candidate_v4"
task108,825c078fdd5cf248ddfcf1d91c57c125e6e2213304022e67810f2d3aaee2922c,17.504458,current_best_6122,lb-verified-current-best,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task109,7839c13870891f0086bab84db435e1ad5532c6e87f69d2ce0c9b98114d796077,13.542048,current_best_6122,lb-verified-current-best,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"current_best_6122,candidate_v4"
task110,8c575949ac1a58e11b8b5888698200d932d67b0d0871c15aaa6a78816c46c929,13.399055,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,octaviograu_6154,biohack44_super"
task111,c01911e7f5493ba19bcc496b439eb2106bd44f79305daefd94e102a96691a8ca,18.319145,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task112,c9d107e03bcc1559d05367b27fca4117a92b4a4e65d2103d0e57fd16eebe58ca,14.010141,current_best_6122,lb-verified-current-best,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"current_best_6122,nadeem_6252,candidate_v4,octaviograu_6154,biohack44_super"
task113,356a5f1e2200cf2560f6c836ce7d21eca6b6cad9e68015c2ae31639613ef9b09,21.598803,current_best_6122,lb-verified-current-best,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task114,7d1973d605273db25b979fc20a63bacd338098bf8f239bc90618b4b89dd1baa4,17.865906,current_best_6122,lb-verified-current-best,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task115,fef642f35c49927e9440865ae0761f3f9ecb7d9bb8a03f2a5109e91a82deb620,16.675906,current_best_6122,lb-verified-current-best,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task116,3f87aab73b8c538752ffb070a34dd07ef95ccba2d299bd7526da67fcf956e1e5,21.598803,current_best_6122,lb-verified-current-best,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task117,f0db9d777864eb09eb86826b56a8d871d28a0394c52cc42c8241426f1cfb47e4,15.193795,current_best_6122,lb-verified-current-best,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"current_best_6122,candidate_v4"
task118,97438b5c21bb19e585d3fceec251469c7b374cd4a076c5688816618e34f13133,13.336192,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task119,07ddefaae6173ac59e2d58892773e2f6363645aa9845b7b8ea9e13e54e6e3283,15.280435,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nadeem_6252,candidate_v4"
task120,13dafeb021b56dac928f38d32b4a0b841fcf481296ab752c9ac203fa425e1acc,18.186555,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task121,03880dc2a72d6781722a53ffad4b506867ebd9f9c0a7faae3760807eabe67856,16.215838,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task122,d932a3ac54fb54cc09d9cdbaab21ba4e9165ed9a6a8e01b9e0c49fb972269b75,17.171962,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task123,984533b7a16d9c9d396feb3804602dd6044b4573d05d14964f3f23d179764af2,16.680283,current_best_6122,lb-verified-current-best,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task124,25adeb7f2d7dd711adf8af305ce943ada2ad39c8f0f5e699e9ff722f2f4a60ad,15.705962,current_best_6122,lb-verified-current-best,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"current_best_6122,candidate_v4"
task125,20f2c3e90cfb5afe5ac7e795a1cf906ce67453cb55deb5cbcc51275aea5fc7e8,15.495722,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task126,b86dafbc68af0e5b698f0241dd534874e44ffd9dfca8bac7b89280a3534f3824,13.636840,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task127,81f551a5b779e861ce371fdc4697595db753242954a60c50a3ac8e3108937d97,18.197605,current_best_6122,lb-verified-current-best,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task128,5224331b88562c8c5864a82ed28442ed1a8c17321e5852eb0c193b0a8eabe7e5,13.537926,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task129,cb3d815a7dac0fa6cbceaf9fac975e8d8bf1ae6af4987a5c11478325fb8b6a6f,18.293138,current_best_6122,lb-verified-current-best,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"current_best_6122,candidate_v4"
task130,129e8e94901df68286dc85134b4be5ba1daa1437df26f1eb430b9272e7f77471,15.322911,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task131,aef2df6731cdd0168ed41a7637a2b939bb42ff5efe498e6732b1bc4fa4aa2d64,14.295633,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task132,02558813adda79590927fa1e3d0be80af0e44475a6abbd69beb0d87da57bfdbb,14.709279,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task133,98c9e52b494fb0f930f72b2508e749c34f95ede21d3da8d2ed929d596b33efb9,12.810072,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task134,b8c97031d4dd9d04cdd7ec5e6e43525899b583f45e8266ddaa88aa4340ea596a,15.575516,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"nadeem_6252,candidate_v4,afr1ste_5689"
task135,a6eca6896b1dbbcd1bf944fb6c9538e2c5fc2cf15786dac3b683be3574fcd543,19.113896,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task136,54b79d7f792cfe272130aa8daf7784f6ff46db39d5419da2bf1152175cc472fe,16.515950,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nadeem_6252,candidate_v4"
task137,7b50205804b2162040e107d11052d9190932c44a4cfc55aeb4c026422b7af614,14.031216,current_best_6122,lb-verified-current-best,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"current_best_6122,candidate_v4"
task138,32972f740b91df81d7495e7bc824df592594382f7f2edab0ef5b07c14f00a0c5,14.209445,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task139,e3e6133e136fc342560390d22bb08861dc290ef6c9f64e8854070984d4a5946f,16.803012,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task140,35298d837506c049f25a80c79e44804bf5b76de02a18f7c2e3bf35a0e4b535c9,19.091917,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task141,419409ee1ef9989b22aaba718cfe107b9d915bb476e1f4edee982507a294cede,15.331033,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task142,b525fbe662a950ccba343052e36da4678bbd57b9039d4f6c5a15f3c0a16fd54a,17.504458,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task143,545186fc1e5605ade4d666e87702a09678e9c34c1449945e1a0fdef567cea868,15.124860,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task144,9ccdbc162d23747b26bd043d8488ba2aebe080e2a693304f16ff65bd3b7d6a0e,18.333043,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task145,22681d1e38fd9b4a50619a4900134ac568081a0007d313598a2d4a001a12a65b,13.796907,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,biohack44_super,biohack44_6080"
task146,773d61ca46def6d1e9fdb7916c51a9f5e99a5d39640f394231b2b05a400c4a31,17.278651,current_best_6122,lb-verified-current-best,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6067,octaviograu_6154,afr1ste_5689,biohack44_super,biohack44_6080"
task147,e65dc2d49c2dd32775575699e73cb1ad0aca1fcca0a87fcec26127b52f631670,18.186555,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task148,977766efe15f7fabde643b68e24ea47cc5d9069210a295f8ba0c7ab3a2f5b9de,14.999885,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task149,3137da6fb944a3bb6e03884efc695345a045254de6a366510505b2221d175600,16.455386,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task150,eef66466514ec7a5328062908ce1f14ca3b8e113c6b1cf7adfe182abcc341de8,18.078342,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,octaviograu_6154,biohack44_super"
task151,265a8eb2b997ae3dae68af150413ae0c0301bc004251e92a8beb0dc79bd2e36b,18.186555,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task152,b525fbe662a950ccba343052e36da4678bbd57b9039d4f6c5a15f3c0a16fd54a,17.504458,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task153,f0f110f71bffda74a8168f2ab942e2b3ff65762c0cb9aa24a0705a53ec03e3fa,15.012033,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task154,5f1e298db41b5a1f178cc757f413e3eab14e95291dd559a42ff084b616a29b41,14.272907,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,octaviograu_6154,biohack44_super"
task155,eb14dfb5dced388e02e786c70561a892c539daf1e48ed47cd695642c53b65585,18.078342,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,octaviograu_6154,biohack44_super"
task156,e365c128127e7c2ba75fc7e0efd5e0d695bb256972b63cf49206bbf65e227349,14.813140,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,octaviograu_6154,biohack44_super"
task157,54ccca78d90672c897765f456d3c87999218406775f9513916d10c9f994a4e95,13.651336,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task158,5f126c6c95b5e9197281b2b0130033f28d88f1c99e7b8717c68508560d5df8da,12.827210,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task159,93239bd39db8bb07ffc4f354ca7b43656c78ca03e18c9ca72a30ccb093e2eb5a,13.597995,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task160,9614391ed6a8c961cb2a50b82e22337eab556621bb99de4baaa2f78d0f8b06ad,16.569237,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,"nadeem_6252,candidate_v4,octaviograu_6154,biohack44_super"
task161,aac790a1c2961c5e1042a8a2f49001fa2e554ab4a5bf8990b3490e3ed1658916,13.923303,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task162,29467827e023a09da29f2c6bcf10d77d7bff035e613d5615f27d623e6f2f3224,13.944502,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task163,20509dabff21d45373372e5d29ac896fe8dfe5643c42473470e08c9c1165f945,14.916318,current_best_6122,lb-verified-current-best,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"current_best_6122,candidate_v4"
task164,250771b94d3db4658d4ac04e3bd9a0740f2af0f3aba0bb9b5df4d6181bb470d4,21.598803,current_best_6122,lb-verified-current-best,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,konbu17_v36,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task165,84191da6721ff334125fd7fa8616eb9122ba801b8e467d4f0bac42cdd367fab2,13.879762,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
task166,635ac35cdaf739d7549ee8cd70b4042ae832ff18d2798a37fb1e315bb0990a02,14.881845,current_best_6122,lb-verified-current-best,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task167,71960feaa6f01d141e2e847cf629191d99e40b6ceb0199f2c3f955b43a84d6d9,18.470581,current_best_6122,lb-verified-current-best,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,"current_best_6122,candidate_v4,biohack44_6113,massimiliano_eda111,afr1ste_5689,biohack44_6080"
task168,24e27e72411c8561da75b446c8d7253b7581784b14d9d8063097e06ac83fac71,15.076563,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task169,dfe553780f6769c9353bcda597ca9fe3629e0ef69cc742c9b3362616e9b716ae,14.929770,nadeem_6252,public-anchor-candidate,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nadeem_6252,candidate_v4"
task170,40c7d62d579c2d8926059eb3c557934286ca2ed2507772f25b157bc0a91d75ba,13.728331,nadeem_6252,public-anchor-candidate,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nadeem_6252
task171,c0dccfce69e87e53b68a617cc0ce6da5c9659180ce2acc2a46007c9915c524cb,18.186555,current_best_6122,lb-verified-current-best,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,"current_best_6122,nadeem_6252,candidate_v4,biohack44_6113,biohack44_6067,octaviograu_6154,massimiliano_eda111,octavi_6042,haoranran_6100,afr1ste_5689,biohack44_super,biohack44_6080"
