task_id,file_size,node_count,init_count,init_bytes,init_byte_ratio,biggest_init_bytes,biggest_init_name,biggest_init_size,biggest_init_dtype,big_init_count_4k,big_init_count_64k,big_init_count_512k,has_fp16,has_lookup_ops,ops_top,ops_total,risk_score,risk_flags
task359,3909,32,9,706,0.1806,240,row_pos_i,30,int64,0,0,0,1,0,"ReduceMax:6, ReduceSum:5, And:4, Cast:3, Less:3",32,0.5,fp16
task365,17605,242,12,556,0.0316,240,v3,30,int64,0,0,0,1,0,"Cast:59, Less:30, Gather:25, Add:16, Unsqueeze:14",242,0.5,fp16
task376,1741,27,7,300,0.1723,240,r_idx,30,int64,0,0,0,1,0,"Cast:5, Sub:4, Mul:4, ReduceSum:2, Reshape:2",27,0.5,fp16
task400,3021,25,6,306,0.1013,240,row_flip_idx,30,int64,0,0,0,1,0,"Gather:6, Cast:5, Slice:2, ReduceMax:2, Reshape:2",25,0.5,fp16
task060,2458,20,18,590,0.24,220,mul_chain_const_14,110,float16,0,0,0,1,0,"Mul:7, Slice:4, Cast:4, Sub:3, Sum:1",20,0.5,fp16
task298,4436,35,19,1222,0.2755,220,v17,110,float16,0,0,0,1,0,"Gather:6, Where:6, Cast:5, Sum:4, Mul:3",35,0.5,fp16
task005,10910,106,19,708,0.0649,200,v4,100,float16,0,0,0,1,0,"Conv:19, Greater:18, Where:16, Mul:9, ReduceMax:8",106,0.5,fp16
task028,1867,13,11,712,0.3814,200,a_mask,100,float16,0,0,0,1,0,"Slice:4, Cast:2, ReduceMax:2, Mul:2, Add:1",13,0.5,fp16
task035,8818,107,32,846,0.0959,200,v5,100,float16,0,0,0,1,0,"Mul:19, Cast:18, Greater:17, Conv:16, Slice:9",107,0.5,fp16
task042,6156,55,18,452,0.0734,200,one10,100,float16,0,0,0,1,0,"Conv:18, Where:13, Mul:9, Greater:3, Sum:3",55,0.5,fp16
task062,14479,217,26,1960,0.1354,200,P_0,100,float16,0,0,0,1,0,"Mul:56, Slice:46, ReduceMax:38, Cast:23, Sum:20",217,0.5,fp16
task136,4284,33,17,962,0.2246,200,canvas10,100,float16,0,0,0,1,0,"Conv:8, Cast:6, Mul:6, Greater:4, Add:3",33,0.5,fp16
task168,5052,45,11,690,0.1366,200,canvas10,100,float16,0,0,0,1,0,"Mul:13, Conv:12, Greater:5, ReduceMax:3, Or:3",45,0.5,fp16
task169,16353,180,71,3200,0.1957,200,canvas10,100,float16,0,0,0,1,0,"Pad:67, Equal:29, Conv:28, Cast:24, And:19",180,0.5,fp16
task212,4712,53,16,678,0.1439,200,canvas10,100,float16,0,0,0,1,0,"Cast:13, Where:5, Sum:5, Greater:5, ReduceSum:4",53,0.5,fp16
task226,3203,39,15,470,0.1467,200,zero10,100,float16,0,0,0,1,0,"Cast:8, Equal:8, ReduceSum:6, Where:5, Mul:3",39,0.5,fp16
task250,8113,129,19,665,0.082,200,r_idx,100,float16,0,0,0,1,0,"And:48, Greater:16, Cast:14, ReduceSum:14, Or:11",129,0.5,fp16
task260,2263,28,15,386,0.1706,200,diag_grid,100,float16,0,0,0,1,0,"ReduceMax:4, Where:4, Greater:3, Equal:3, Slice:2",28,0.5,fp16
task321,1733,22,11,354,0.2043,200,w_no0,100,float16,0,0,0,1,0,"Conv:6, Mul:5, Slice:3, Cast:3, Sub:3",22,0.5,fp16
task342,3200,40,16,587,0.1834,200,r_idx,100,float16,0,0,0,1,0,"Where:7, ReduceSum:6, Conv:5, And:4, Cast:3",40,0.5,fp16
task354,2948,42,24,622,0.211,200,v15,100,float16,0,0,0,1,0,"Cast:8, Conv:8, Greater:8, Slice:4, And:4",42,0.5,fp16
task362,1896,28,11,414,0.2184,200,v7,100,float16,0,0,0,1,0,"Cast:6, ReduceSum:3, ReduceMax:3, Greater:2, ArgMax:2",28,0.5,fp16
task397,7345,86,30,576,0.0784,200,canvas10,100,float16,0,0,0,1,0,"Cast:25, Conv:18, Greater:16, Gather:9, Pad:5",86,0.5,fp16
task064,5809,48,12,740,0.1274,192,rev24,24,int64,0,0,0,1,0,"MaxPool:8, Gather:8, Mul:6, ReduceSum:4, Where:4",48,0.5,fp16
task387,15072,137,26,844,0.056,180,stamp_w,90,float16,0,0,0,1,0,"Or:36, Equal:34, And:23, Cast:10, Greater:6",137,0.5,fp16
task047,2151,33,11,422,0.1962,162,zero_map,81,float16,0,0,0,1,0,"Cast:6, Or:5, Mul:4, ReduceSum:4, Equal:4",33,0.5,fp16
task254,4960,49,27,760,0.1532,162,zeros_1130,81,float16,0,0,0,1,0,"Slice:10, Cast:10, Sub:7, Mul:6, Sum:5",49,0.5,fp16
task264,10074,115,38,2382,0.2365,162,v2,81,float16,0,0,0,1,0,"Mul:74, Slice:24, ReduceSum:10, Gather:2, Sum:2",115,0.5,fp16
task280,16655,138,11,350,0.021,160,v3,20,int64,0,0,0,1,0,"Conv:60, Mul:31, Sub:14, Gather:11, Sum:10",138,0.5,fp16
task176,1126,7,9,384,0.341,150,MASK,75,float16,0,0,0,1,0,"Mul:2, Slice:1, Cast:1, Conv:1, Sum:1",7,0.5,fp16
task265,3110,32,13,382,0.1228,144,v0,18,int64,0,0,0,1,0,"Cast:6, Sub:5, Gather:4, Mul:4, Conv:3",32,0.5,fp16
task292,1146,7,9,354,0.3089,120,col_mask,60,float16,0,0,0,1,0,"Conv:2, Slice:1, Cast:1, Mul:1, Sum:1",7,0.5,fp16
task182,70465,522,57,1984,0.0282,98,s0_target2_p0_target_w,49,float16,0,0,0,1,0,"And:171, Cast:100, Greater:83, Less:60, Conv:44",522,0.5,fp16
task208,15885,196,39,1284,0.0808,98,v113,49,float16,0,0,0,1,0,"And:45, Where:32, Equal:22, Cast:18, Greater:18",196,0.5,fp16
task238,11927,102,40,3060,0.2566,98,v9,49,float16,0,0,0,1,0,"Where:29, Mul:19, Sum:12, ReduceMax:9, Gather:8",102,0.5,fp16
task267,1306,11,13,364,0.2787,98,one_map,49,float16,0,0,0,1,0,"Mul:3, Slice:2, Cast:2, Sub:1, ReduceSum:1",11,0.5,fp16
task022,43895,363,24,410,0.0093,88,idx11,11,int64,0,0,0,1,0,"Greater:81, Mul:72, ReduceSum:72, Where:72, Gather:27",363,0.5,fp16
task173,10108,69,23,535,0.0529,81,non_diag_u8,81,uint8,0,0,0,1,0,"QLinearMatMul:15, Cast:13, Reshape:10, Transpose:7, Conv:7",69,0.5,fp16
task222,2578,21,11,318,0.1234,80,W_2x2,40,float16,0,0,0,1,0,"Cast:3, Greater:3, ReduceSum:3, Mul:3, Conv:2",21,0.5,fp16
task228,2649,61,15,414,0.1563,80,v12,10,int64,0,0,0,1,0,"Mul:19, Gather:12, Conv:9, Sub:4, Cast:3",61,0.5,fp16
task229,1379,14,12,288,0.2088,80,idx_vec,10,int64,0,0,0,1,0,"ReduceSum:2, Reshape:2, Where:2, Slice:1, Cast:1",14,0.5,fp16
task231,4473,50,13,382,0.0854,80,v10,20,int32,0,0,0,1,0,"Cast:10, Gather:9, Sub:6, Less:5, Abs:4",50,0.5,fp16
task335,2757,38,17,414,0.1502,80,conv_W,40,float16,0,0,0,1,0,"Mul:7, Cast:5, ReduceSum:5, Sub:4, Equal:4",38,0.5,fp16
task001,1137,14,4,126,0.1108,72,blk_idx,9,int64,0,0,0,1,0,"Slice:3, Cast:3, Gather:2, ReduceMax:1, Concat:1",14,0.5,fp16
task189,6774,110,55,1280,0.189,72,v1,36,float16,0,0,0,1,0,"Mul:36, Slice:24, Cast:24, Sum:9, ReduceSum:4",110,0.5,fp16
task299,1405,21,8,280,0.1993,72,zero_map,36,float16,0,0,0,1,0,"Cast:8, And:3, Slice:2, ReduceMax:2, Not:2",21,0.5,fp16
task006,1124,12,10,250,0.2224,64,pads_c,8,int64,0,0,0,1,0,"Mul:3, Slice:2, Cast:2, ReduceMax:2, Sub:1",12,0.5,fp16
task010,4038,60,26,358,0.0887,64,pad_to_external,8,int64,0,0,0,1,0,"Cast:19, Greater:17, Slice:6, Sum:5, Mul:5",60,0.5,fp16
task012,1406,16,13,323,0.2297,64,v12,8,int64,0,0,0,1,0,"Conv:5, Cast:2, Mul:2, Slice:1, ReduceSum:1",16,0.5,fp16
task040,2791,37,20,284,0.1018,64,pad_to_30,8,int64,0,0,0,1,0,"Slice:8, Where:5, ReduceMax:4, ReduceMin:4, Sub:4",37,0.5,fp16
task052,986,11,12,188,0.1907,64,pads_c,8,int64,0,0,0,1,0,"Mul:2, Slice:1, Cast:1, ReduceSum:1, ReduceMax:1",11,0.5,fp16
task082,1645,20,10,230,0.1398,64,pad_to_30,8,int64,0,0,0,1,0,"Mul:5, ReduceSum:3, Slice:2, Cast:2, Conv:2",20,0.5,fp16
task085,2547,20,14,420,0.1649,64,pad_to_external,8,int64,0,0,0,1,0,"Mul:8, Conv:3, Sub:3, Cast:1, Slice:1",20,0.5,fp16
task089,17792,181,25,780,0.0438,64,pad_to_30_185,8,int64,0,0,0,1,0,"Mul:29, Conv:28, Cast:25, Gather:21, Sub:15",181,0.5,fp16
task090,19660,246,41,334,0.017,64,v5,8,int64,0,0,0,1,0,"Relu:50, Mul:46, ConvTranspose:46, Conv:28, Sum:25",246,0.5,fp16
task093,3727,52,15,390,0.1046,64,io_only_pad_to_external,8,int64,0,0,0,1,0,"Sub:11, ReduceSum:5, Mul:5, Conv:5, MaxPool:4",52,0.5,fp16
task094,2954,41,21,708,0.2397,64,legacy_pad_7_pads,8,int64,0,0,0,1,0,"Slice:8, Mul:8, Sub:7, Cast:6, Conv:3",41,0.5,fp16
task100,4954,28,14,292,0.0589,64,pads,8,int64,0,0,0,0,1,"ArgMax:5, ReduceSum:3, Greater:3, Cast:3, Add:3",28,0.5,has_lookup_ops
task103,1447,13,12,324,0.2239,64,pads,8,int64,0,0,0,1,0,"Gather:3, Cast:3, Slice:1, Reshape:1, Sub:1",13,0.5,fp16
task115,5069,34,20,349,0.0688,64,Constant_20_output,8,int64,0,0,0,0,1,"Cast:5, Slice:3, Where:3, Reshape:3, Equal:3",34,0.5,has_lookup_ops
task121,3339,24,17,320,0.0958,64,pads,8,int64,0,0,0,0,1,"Gather:5, Add:4, Slice:3, ReduceSum:3, ArgMax:3",24,0.5,has_lookup_ops
task132,2585,38,16,302,0.1168,64,pad_to_30,8,int64,0,0,0,1,0,"Mul:7, Sub:7, ReduceMax:4, Cast:3, Sum:3",38,0.5,fp16
task143,2144,24,15,384,0.1791,64,cand_idx,8,int64,0,0,0,1,0,"ReduceSum:5, Cast:4, Slice:3, Equal:2, Greater:2",24,0.5,fp16
task146,1894,29,10,179,0.0945,64,pads_to_30,8,int64,0,0,0,1,0,"Cast:6, Slice:3, ArgMax:3, Transpose:3, Equal:3",29,0.5,fp16
task160,1758,19,13,334,0.19,64,pad_to_external,8,int64,0,0,0,1,0,"Conv:6, Greater:3, Cast:2, Where:2, Sub:2",19,0.5,fp16
task161,6008,51,18,308,0.0513,64,pad_to_external,8,int64,0,0,0,1,0,"Cast:11, And:11, ReduceSum:9, Greater:9, Equal:3",51,0.5,fp16
task166,1318,11,8,230,0.1745,64,pad_to_external,8,int64,0,0,0,1,0,"ReduceMax:3, Mul:2, Slice:1, Cast:1, Split:1",11,0.5,fp16
task184,4876,52,15,177,0.0363,64,output_pads,8,int64,0,0,0,1,0,"Cast:9, Equal:7, And:7, ReduceSum:4, Greater:3",52,0.5,fp16
task188,3259,46,15,264,0.081,64,pad_to_external,8,int64,0,0,0,1,0,"Cast:7, Where:6, Slice:5, ReduceSum:4, Less:4",46,0.5,fp16
task192,2511,21,12,266,0.1059,64,pad_to_external,8,int64,0,0,0,1,0,"Cast:4, Conv:4, Greater:3, Mul:3, Slice:1",21,0.5,fp16
task193,1925,14,12,266,0.1382,64,pad_to_external,8,int64,0,0,0,1,0,"Conv:4, Cast:2, Greater:2, Where:2, Slice:1",14,0.5,fp16
task196,2417,31,14,278,0.115,64,pad_to_external,8,int64,0,0,0,1,0,"Conv:8, Greater:7, Where:7, Mul:2, Slice:1",31,0.5,fp16
task200,2444,39,19,220,0.09,64,pad_to_30,8,int64,0,0,0,1,0,"Less:9, And:7, Mul:4, Div:3, Sub:3",39,0.5,fp16
task207,1979,25,15,268,0.1354,64,pads,8,int64,0,0,0,1,0,"Slice:4, Cast:4, Where:4, ReduceSum:4, Concat:2",25,0.5,fp16
task215,2619,39,19,316,0.1207,64,pad_to_30,8,int64,0,0,0,1,0,"Mul:16, Sum:7, Slice:6, Cast:2, Greater:2",39,0.5,fp16
task218,9594,137,21,284,0.0296,64,v6,8,int64,0,0,0,0,1,"Mul:20, Concat:15, Reshape:15, Cast:13, ReduceSum:10",137,0.5,has_lookup_ops
task224,4199,55,17,508,0.121,64,io_only_pad_to_external,8,int64,0,0,0,1,0,"Greater:10, Conv:9, Cast:8, Where:7, Sub:5",55,0.5,fp16
task227,1135,14,10,250,0.2203,64,pads_c,8,int64,0,0,0,1,0,"Sub:3, Mul:3, Slice:2, Cast:2, ReduceMax:2",14,0.5,fp16
task237,1637,25,11,250,0.1527,64,v9,8,int64,0,0,0,1,0,"Mul:4, ReduceMax:3, Slice:2, Cast:2, Sub:2",25,0.5,fp16
task268,13356,180,30,642,0.0481,64,pad_to_external,8,int64,0,0,0,1,0,"And:37, Greater:20, Cast:16, Sub:15, Not:13",180,0.5,fp16
task288,5948,54,15,304,0.0511,64,pad_to_30,8,int64,0,0,0,1,0,"Conv:16, ReduceMax:7, Mul:5, Slice:4, Sub:4",54,0.5,fp16
task289,2041,28,17,340,0.1666,64,pad_to_external,8,int64,0,0,0,1,0,"Cast:5, Less:4, Slice:2, ReduceSum:2, Where:2",28,0.5,fp16
task295,1956,23,11,226,0.1155,64,pad_to_external,8,int64,0,0,0,1,0,"ReduceSum:4, Mul:4, Cast:3, Less:3, Where:2",23,0.5,fp16
task297,3400,26,18,276,0.0812,64,pad_to_30,8,int64,0,0,0,1,0,"Where:4, Slice:3, ReduceSum:3, Cast:2, Mul:2",26,0.5,fp16
task302,2639,36,10,226,0.0856,64,pad_to_external,8,int64,0,0,0,1,0,"MaxPool:8, Sub:7, Mul:6, Slice:3, Cast:3",36,0.5,fp16
task306,2983,34,32,539,0.1807,64,pad_col_30,8,int64,0,0,0,1,0,"Slice:14, Or:5, Concat:3, Cast:2, Greater:2",34,0.5,fp16
task314,24532,282,83,1358,0.0554,64,pad_to_30,8,int64,0,0,0,1,0,"Mul:76, Slice:64, Cast:64, ReduceSum:24, Sub:24",282,0.5,fp16
task322,892,9,6,162,0.1816,64,pads_c,8,int64,0,0,0,1,0,"Cast:3, Slice:1, MaxPool:1, ReduceMax:1, Sub:1",9,0.5,fp16
task329,1652,21,10,236,0.1429,64,pad_to_external,8,int64,0,0,0,1,0,"Sub:4, Mul:3, ReduceSum:2, Relu:2, Sum:2",21,0.5,fp16
task341,8743,101,52,2234,0.2555,64,legacy_pad_14_pads,8,int64,0,0,0,1,0,"Slice:26, Pad:25, Max:24, Mul:9, Sub:5",101,0.5,fp16
task347,1129,12,10,250,0.2214,64,pads_c,8,int64,0,0,0,1,0,"Slice:2, Cast:2, ReduceMax:2, Mul:2, Max:1",12,0.5,fp16
task358,10971,132,37,994,0.0906,64,pad_to_external,8,int64,0,0,0,1,0,"Mul:60, ReduceSum:17, Cast:14, Where:14, Equal:9",132,0.5,fp16
task360,1271,13,15,282,0.2219,64,pads_c,8,int64,0,0,0,1,0,"Slice:4, Cast:3, Mul:2, ReduceMax:1, Sub:1",13,0.5,fp16
task370,25060,319,134,4636,0.185,64,pad_ch0,8,int64,0,0,0,1,0,"Or:99, Slice:54, Pad:53, And:48, Greater:21",319,0.5,fp16
task371,1810,23,14,346,0.1912,64,pad_to_external,8,int64,0,0,0,1,0,"ReduceSum:3, Mul:3, Sub:3, Slice:2, Cast:2",23,0.5,fp16
task373,960,8,8,210,0.2188,64,pads,8,int64,0,0,0,1,0,"Concat:3, Slice:2, Cast:2, Pad:1",8,0.5,fp16
task386,1171,14,10,250,0.2135,64,pads_c,8,int64,0,0,0,1,0,"Sub:3, Mul:3, Slice:2, Cast:2, ReduceMax:2",14,0.5,fp16
task388,4820,50,30,1310,0.2718,64,pad_TL,8,int64,0,0,0,1,0,"Pad:19, Where:12, Equal:5, Slice:2, Cast:2",50,0.5,fp16
task391,2841,26,12,216,0.076,64,pads,8,int64,0,0,0,0,1,"OneHot:6, ArgMax:4, Mul:3, Sub:3, Add:3",26,0.5,has_lookup_ops
task393,2433,22,12,216,0.0888,64,pads,8,int64,0,0,0,0,1,"OneHot:5, ArgMax:3, Add:3, Unsqueeze:3, Mul:2",22,0.5,has_lookup_ops
task395,1179,14,10,250,0.212,64,pads_c,8,int64,0,0,0,1,0,"Sub:3, Mul:3, Slice:2, Cast:2, ReduceMax:2",14,0.5,fp16
task025,4825,69,8,148,0.0307,60,row,30,float16,0,0,0,1,0,"And:16, Greater:10, Cast:9, ReduceSum:8, Or:6",69,0.5,fp16
task065,2835,37,12,290,0.1023,60,v0,15,int32,0,0,0,1,0,"ReduceSum:6, Cast:5, Greater:4, Mul:4, Add:3",37,0.5,fp16
task066,180173,1642,29,314,0.0017,60,idxH,30,float16,0,0,0,1,0,"Mul:346, Cast:277, Add:197, Sub:169, Less:128",1642,0.5,fp16
task072,1347,11,8,264,0.196,60,hc_one,30,float16,0,0,0,1,0,"Sub:4, Slice:2, Cast:2, Abs:1, Concat:1",11,0.5,fp16
task112,3987,44,18,458,0.1149,60,f32_10,30,float16,0,0,0,1,0,"Mul:6, Sub:6, Cast:5, Slice:5, Less:4",44,0.5,fp16
task269,2336,31,18,324,0.1387,60,pos_r,30,float16,0,0,0,1,0,"Slice:8, Less:6, Where:5, Cast:2, Mul:2",31,0.5,fp16
task213,25133,385,18,444,0.0177,48,v5,24,float16,0,0,0,1,0,"Mul:96, Cast:93, Less:59, ReduceSum:40, Where:24",385,0.5,fp16
task262,1329,8,11,224,0.1685,48,pads,6,int64,0,0,0,0,1,"Slice:1, ArgMax:1, Squeeze:1, Gather:1, Unsqueeze:1",8,0.5,has_lookup_ops
task389,1421,13,9,208,0.1464,40,mask_nonfive,10,float32,0,0,0,0,1,"Reshape:5, Mul:3, ReduceMax:1, ArgMax:1, OneHot:1",13,0.5,has_lookup_ops
task070,11844,71,16,180,0.0152,34,shift_max_bool_conv_w_18,17,float16,0,0,0,1,0,"Conv:20, Greater:20, Cast:19, Mul:3, Slice:2",71,0.5,fp16
task126,2765,29,11,300,0.1085,32,s19,4,int64,0,0,0,1,0,"Slice:7, Mul:7, Pad:6, Cast:2, ReduceSum:2",29,0.5,fp16
task144,1358,13,8,208,0.1532,32,hc_one,16,float16,0,0,0,1,0,"Sub:5, Slice:2, Cast:2, Mul:1, Sum:1",13,0.5,fp16
task236,1291,11,8,208,0.1611,32,hc_one,16,float16,0,0,0,1,0,"Sub:4, Slice:2, Cast:2, Abs:1, Concat:1",11,0.5,fp16
task240,3165,32,20,466,0.1472,32,axes_all,4,int64,0,0,0,1,0,"Slice:8, Pad:6, Mul:6, Cast:4, Max:2",32,0.5,fp16
task257,1369,20,11,322,0.2352,32,int64_2,4,int64,0,0,0,1,0,"Mul:6, Slice:4, Cast:4, Sub:4, Concat:1",20,0.5,fp16
task318,1319,12,8,208,0.1577,32,hc_one,16,float16,0,0,0,1,0,"Sub:4, Slice:2, Cast:2, Mul:1, Sum:1",12,0.5,fp16
task394,3787,80,14,274,0.0724,32,shape3100,4,int64,0,0,0,1,0,"Cast:16, Add:10, Unsqueeze:8, Mod:7, Mul:5",80,0.5,fp16
task026,1345,13,8,204,0.1517,30,hc_one,15,float16,0,0,0,1,0,"Sub:5, Slice:2, Cast:2, Mul:1, Sum:1",13,0.5,fp16
task232,1616,29,14,204,0.1262,28,v1,14,float16,0,0,0,1,0,"Mul:9, ReduceSum:5, Slice:4, Sub:4, Cast:2",29,0.5,fp16
task068,1602,24,11,150,0.0936,24,slice_chain_starts_1,3,int64,0,0,0,1,0,"Sub:5, Slice:4, Relu:4, Sum:3, ReduceSum:2",24,0.5,fp16
task075,6812,57,30,450,0.0661,24,slice_chain_starts_3_1,3,int64,0,0,0,1,0,"Slice:21, Cast:11, Pad:9, Mul:9, Sum:2",57,0.5,fp16
task078,1974,25,11,216,0.1094,24,slice_chain_starts_1,3,int64,0,0,0,1,0,"Sub:8, Relu:5, Slice:3, Cast:3, ReduceSum:2",25,0.5,fp16
task162,2268,19,11,140,0.0617,24,anc_diag_s0_starts,3,int64,0,0,0,1,0,"Conv:5, Sub:3, Cast:2, Greater:2, Where:2",19,0.5,fp16
task263,7427,159,27,398,0.0536,24,v3,3,int64,0,0,0,1,0,"Cast:34, Mul:20, Slice:19, ReduceSum:19, Sub:19",159,0.5,fp16
task349,8755,89,22,176,0.0201,24,v45,12,float16,0,0,0,1,0,"MaxPool:20, Conv:16, Less:10, Sub:9, Cast:8",89,0.5,fp16
task368,8950,186,32,354,0.0396,24,slice_chain_starts_2_1,3,int64,0,0,0,1,0,"Mul:36, Sub:28, ReduceSum:21, Where:20, Abs:18",186,0.5,fp16
task092,4299,42,9,64,0.0149,20,color_weight,10,float16,0,0,0,1,0,"Cast:9, ReduceSum:6, Where:6, And:5, Greater:4",42,0.5,fp16
task197,1223,18,7,50,0.0409,20,W_NZ,10,float16,0,0,0,1,0,"ReduceSum:2, Sub:2, Transpose:2, MatMul:2, Cast:1",18,0.5,fp16
task327,1638,18,9,124,0.0757,20,_de_ch_mask,10,float16,0,0,0,1,0,"Pad:7, Slice:3, Mul:3, Sum:3, Cast:1",18,0.5,fp16
task153,753294,13700,97,1372,0.0018,18,k_0,9,float16,0,0,0,1,0,"And:4131, Cast:3753, Mul:3744, Sub:423, Abs:423",13700,0.5,fp16
task202,3582,31,5,36,0.0101,10,tail_bg_template_u8,10,uint8,0,0,0,1,0,"ReduceMax:10, Mul:7, Cast:2, Slice:2, ReduceSum:2",31,0.5,fp16
task003,3120,44,10,56,0.0179,8,_pt69_c1s,1,int64,0,0,0,1,0,"Mul:10, Slice:7, Cast:7, Sub:7, Concat:4",44,0.5,fp16
task023,19054,372,13,64,0.0034,8,c_7,1,int64,0,0,0,1,0,"Cast:75, Conv:72, Mul:72, Greater:67, Add:41",372,0.5,fp16
task209,329423,2217,73,134720,0.409,14112,ic_prior_2,3528,float32,13,0,0,0,0,"Mul:330, And:276, Cast:237, Add:218, Sub:215",2217,0.0,
task324,34875,241,36,14644,0.4199,13924,x_kernel,3481,float32,1,0,0,0,0,"Mul:55, Cast:42, Greater:34, ReduceSum:29, Add:27",241,0.0,
task284,30975,145,19,16142,0.5211,7200,row_grid,900,int64,2,0,0,0,0,"And:27, Not:20, Greater:13, Equal:13, Add:11",145,0.0,
task219,87016,532,99,13446,0.1545,3600,lower_tri,900,float32,0,0,0,0,0,"Unsqueeze:95, Mul:65, Gather:56, Cast:50, Slice:37",532,0.0,
task291,6009,22,9,3800,0.6324,3600,one_00,900,float32,0,0,0,0,0,"ArgMax:5, Sub:3, ReduceMax:2, Add:2, Reshape:2",22,0.0,
task170,64849,681,33,15440,0.2381,3136,v13,784,float32,0,0,0,0,0,"Concat:135, Mul:112, Where:93, Slice:66, Add:58",681,0.0,
task014,10787,44,18,7008,0.6497,3060,zero_u8,3060,uint8,0,0,0,0,0,"Reshape:7, Add:7, Cast:6, ArgMax:5, Sub:3",44,0.0,
task274,3619,16,11,1668,0.4609,1440,output_bank,360,float32,0,0,0,0,0,"Slice:2, ReduceSum:2, Squeeze:2, Greater:2, Cast:2",16,0.0,
task296,2843,10,11,1524,0.5361,1260,projection,315,float32,0,0,0,0,0,"Reshape:2, Slice:1, MatMul:1, Greater:1, Cast:1",10,0.0,
task305,1865,6,4,1168,0.6263,1024,pos,256,float32,0,0,0,0,0,"ReduceMax:2, Mul:1, Mod:1, Equal:1, Pad:1",6,0.0,
task079,2695,20,7,1056,0.3918,900,v4,225,float32,0,0,0,0,0,"Gather:4, ArgMax:3, Squeeze:3, Add:2, Slice:1",20,0.0,
task293,8093,52,20,2077,0.2566,900,row_grid,225,int32,0,0,0,0,0,"Cast:13, Equal:11, And:11, ReduceSum:3, ReduceMax:2",52,0.0,
task399,1907,8,4,1235,0.6476,810,out_bank,810,uint8,0,0,0,0,0,"ReduceSum:2, Sub:1, Abs:1, Neg:1, ArgMax:1",8,0.0,
task253,3510,17,13,1968,0.5607,640,v2,160,float32,0,0,0,0,0,"Gather:6, Where:4, Cast:2, Conv:1, ReduceMax:1",17,0.0,
task310,5449,44,18,1684,0.309,640,zero_u8,640,uint8,0,0,0,0,0,"Reshape:7, Add:7, Cast:6, ArgMax:5, Sub:3",44,0.0,
task350,2670,19,9,824,0.3086,624,zero_map_b,624,bool,0,0,0,0,0,"Cast:6, CumSum:4, And:3, Slice:2, Or:1",19,0.0,
task043,1966,9,14,638,0.3245,400,mul_chain_const_5,100,float32,0,0,0,0,0,"Slice:3, Mul:2, Greater:1, Cast:1, Where:1",9,0.0,
task049,3516,29,12,792,0.2253,400,_mc_id10,100,float32,0,0,0,0,0,"Cast:5, Reshape:5, ReduceSum:3, Where:3, Greater:2",29,0.0,
task246,3824,31,11,648,0.1695,400,zero_map_b,400,bool,0,0,0,0,0,"Cast:9, And:5, ReduceMax:4, CumSum:4, Slice:3",31,0.0,
task303,2084,8,4,1240,0.595,400,Wl,100,float32,0,0,0,0,0,"Conv:3, ReduceMax:3, Sum:1, Mul:1",8,0.0,
task361,6086,61,20,1217,0.2,400,sigma_rr,100,int32,0,0,0,0,0,"Cast:11, Mul:10, ReduceSum:5, Equal:5, Add:4",61,0.0,
task304,2136,17,9,440,0.206,324,ones_9,81,float32,0,0,0,0,0,"Slice:3, ReduceMax:3, Sub:2, Mul:2, ReduceSum:1",17,0.0,
task315,1520,10,10,452,0.2974,324,ones_9,81,float32,0,0,0,0,0,"Slice:3, Tile:1, Resize:1, Mul:1, ReduceMax:1",10,0.0,
task130,1293,10,5,500,0.3867,320,v4,80,float32,0,0,0,0,0,"Gather:3, MaxPool:1, ReduceMax:1, Sub:1, Conv:1",10,0.0,
task091,4627,43,14,856,0.185,240,offsets30,30,int64,0,0,0,0,0,"Cast:5, Sub:5, Reshape:4, ArgMax:4, Gather:4",43,0.0,
task113,499,1,1,240,0.481,240,idx,30,int64,0,0,0,0,0,Gather:1,1,0.0,
task116,479,1,1,240,0.501,240,idx,30,int64,0,0,0,0,0,Gather:1,1,0.0,
task150,1031,11,6,284,0.2755,240,range_i,30,int64,0,0,0,0,0,"ReduceSum:2, Cast:2, Sub:2, Greater:1, Less:1",11,0.0,
task155,1031,11,6,284,0.2755,240,range_i,30,int64,0,0,0,0,0,"ReduceSum:2, Cast:2, Sub:2, Greater:1, Less:1",11,0.0,
task164,479,1,1,240,0.501,240,idx,30,int64,0,0,0,0,0,Gather:1,1,0.0,
task172,479,1,1,240,0.501,240,idx,30,int64,0,0,0,0,0,Gather:1,1,0.0,
task177,4180,37,12,840,0.201,240,offsets30,30,int64,0,0,0,0,0,"Cast:5, Sub:5, Reshape:4, ArgMax:4, Gather:4",37,0.0,
task210,479,1,1,240,0.501,240,idx,30,int64,0,0,0,0,0,Gather:1,1,0.0,
task242,2031,16,5,288,0.1418,240,flip_idx,30,int64,0,0,0,0,0,"Cast:3, Gather:3, ReduceMax:2, Reshape:2, ArgMax:2",16,0.0,
task311,479,1,1,240,0.501,240,idx,30,int64,0,0,0,0,0,Gather:1,1,0.0,
task355,4506,45,12,933,0.2071,240,v4,30,int64,0,0,0,0,0,"ArgMax:6, Greater:5, Sub:5, Cast:5, Where:4",45,0.0,
task384,4542,39,13,1080,0.2378,240,offsets30,30,int64,0,0,0,0,0,"Cast:5, Reshape:4, ArgMax:4, Gather:4, Sub:4",39,0.0,
