task_id,n_train,n_test,min_h_in,max_h_in,min_w_in,max_w_in,min_h_out,max_h_out,min_w_out,max_w_out,in_palette_size,out_palette_size,shape_preserving,transposed,tile,crop,trim_border,out_larger,out_smaller,color_subset,color_superset,color_same,color_disjoint,scalar_output,counting,counting_value,symmetry_candidate,color_remap,color_fill,expand,reduce
220,4,1,6,16,6,16,6,16,6,16,4,7,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
221,4,1,3,3,3,3,9,18,9,18,5,5,False,False,True,False,False,True,False,True,True,True,False,False,False,None,False,False,False,False,False
222,3,1,16,16,16,16,16,16,16,16,10,4,True,False,False,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False
223,2,1,3,3,3,3,9,9,9,9,5,5,False,False,True,False,False,True,False,True,True,True,False,False,False,None,False,False,False,False,False
224,3,1,12,15,13,14,12,15,13,14,5,5,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
225,3,1,6,6,6,6,6,6,6,6,10,10,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
226,3,1,10,10,10,10,10,10,10,10,2,5,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
227,4,1,8,8,4,4,4,4,4,4,3,2,False,False,False,False,False,False,True,False,False,False,False,False,False,None,False,False,False,False,True
228,3,1,10,10,10,10,10,10,10,10,10,10,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
229,4,1,3,3,3,3,3,3,3,3,5,4,True,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,True,False,False
230,3,1,10,15,10,15,10,15,10,15,2,6,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
231,3,1,5,5,6,8,5,5,12,16,5,5,False,False,True,False,False,True,False,True,True,True,False,False,False,None,False,False,False,False,False
232,3,1,7,10,8,12,7,10,8,12,5,6,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
233,3,1,16,24,10,19,8,17,8,9,7,6,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
234,3,1,13,17,14,19,13,17,14,19,5,5,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
235,4,1,4,4,14,14,3,3,3,3,2,4,False,False,False,False,False,False,True,False,False,False,True,False,False,None,False,False,False,False,True
236,4,1,9,9,4,4,4,4,4,4,4,2,False,False,False,False,False,False,True,False,False,False,False,False,False,None,False,False,False,False,True
237,4,1,3,7,3,6,3,7,3,6,7,7,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
238,3,1,14,15,15,16,5,6,5,6,8,8,False,False,False,False,False,False,True,True,True,True,False,False,False,None,False,False,False,False,True
239,4,1,3,4,3,4,5,6,3,4,5,6,False,False,False,False,False,True,False,False,True,False,False,False,False,None,False,False,False,True,False
240,3,1,19,19,19,19,19,19,19,19,6,6,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
242,3,1,16,16,16,16,3,3,3,3,10,8,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
243,3,1,13,16,13,16,13,16,13,16,10,10,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
244,3,1,11,19,11,19,3,4,3,4,6,6,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
245,4,1,7,9,7,10,7,9,7,10,3,3,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
246,3,1,10,15,14,16,10,15,14,16,3,4,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
247,6,1,10,10,10,10,3,9,1,3,9,7,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
248,3,1,10,10,2,4,10,10,2,4,2,2,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
249,3,1,3,4,3,4,3,4,6,8,7,7,False,False,True,False,False,True,False,True,True,True,False,False,False,None,False,False,False,False,False
250,2,1,10,10,10,10,10,10,10,10,3,3,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
251,3,1,8,12,8,12,8,12,8,12,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
252,3,1,3,8,3,8,3,8,3,8,4,5,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
253,2,1,13,13,13,13,4,4,4,4,6,6,False,False,False,False,False,False,True,True,True,True,False,False,False,None,False,False,False,False,True
254,2,1,9,9,9,9,9,9,9,9,2,3,True,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,True,False,False
255,3,1,30,30,30,30,30,30,30,30,4,5,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
256,3,1,7,8,7,9,7,8,7,9,2,4,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
257,6,1,9,9,9,9,4,4,4,4,6,5,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
258,3,1,5,10,5,10,5,10,5,10,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
259,3,1,5,7,6,7,2,3,2,3,5,5,False,False,False,False,False,False,True,False,False,False,False,False,False,None,False,False,False,False,True
260,3,1,10,10,10,10,10,10,10,10,5,4,True,False,False,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False
261,3,1,3,5,3,5,3,5,3,5,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,True,False,False
262,4,1,3,3,3,3,3,3,3,3,2,3,True,False,False,False,False,False,False,False,False,False,True,False,False,None,False,False,True,False,False
263,4,1,3,12,3,15,3,3,3,3,8,4,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
264,2,1,14,16,14,14,9,9,9,9,10,9,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
265,3,1,18,18,18,18,18,18,18,18,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
266,4,1,3,3,5,5,3,3,5,5,2,5,True,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,True,False,False
267,2,1,7,7,7,7,7,7,7,7,5,3,True,False,False,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False
268,3,1,6,9,6,9,6,9,6,9,4,5,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
269,3,1,3,3,3,3,6,15,6,15,8,8,False,False,True,False,False,True,False,True,True,True,False,False,False,None,False,False,False,False,False
270,3,1,15,15,15,15,15,15,15,15,5,5,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
271,4,1,9,9,9,9,3,3,3,3,3,2,False,False,False,True,False,False,True,True,False,False,False,False,False,None,False,False,False,False,False
272,4,1,3,5,3,4,3,5,3,4,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
273,3,1,10,10,10,10,10,10,10,10,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
274,6,1,5,9,6,9,3,3,3,3,3,2,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
275,3,1,3,4,6,8,9,16,9,16,6,5,False,False,False,False,False,True,False,True,False,False,False,False,False,None,False,False,False,True,False
277,3,1,10,10,10,10,10,10,10,10,2,3,True,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,True,False,False
278,2,1,15,15,16,18,15,15,16,18,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
279,4,1,9,14,11,15,9,14,11,15,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
280,4,1,10,20,10,20,10,20,10,20,3,3,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
281,3,1,11,13,11,12,11,13,11,12,6,5,True,False,False,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False
282,2,1,9,9,9,9,9,9,9,9,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
283,2,1,10,10,10,10,10,10,10,10,2,4,True,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,True,False,False
284,3,1,10,14,10,18,10,14,10,18,6,6,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
285,3,1,14,30,14,30,14,30,14,30,8,8,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
286,2,1,11,13,14,24,11,13,14,24,6,6,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
287,4,1,16,16,16,16,16,16,16,16,9,8,True,False,False,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False
288,4,1,3,7,3,7,3,7,3,7,7,7,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
289,5,1,3,3,3,3,6,12,6,12,9,9,False,False,True,False,False,True,False,True,True,True,False,False,False,None,False,False,False,False,False
290,3,1,12,12,11,13,3,5,3,5,6,5,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
291,3,1,15,16,13,17,1,1,1,1,9,3,False,False,False,True,False,False,True,True,False,False,False,True,False,6,False,False,False,False,False
292,5,1,3,3,10,14,3,3,10,14,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
293,4,1,7,13,6,13,7,13,6,13,7,7,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
294,2,1,10,10,10,10,10,10,10,10,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
295,5,1,1,1,6,10,3,5,6,10,6,6,False,False,True,False,False,True,False,True,True,True,False,False,False,None,False,False,False,False,False
296,5,1,5,5,7,7,3,3,3,3,5,5,False,False,False,False,False,False,True,True,True,True,False,False,False,None,False,False,False,False,True
297,3,1,6,10,2,4,6,10,2,4,7,6,True,False,False,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False
298,3,2,6,8,6,8,6,8,6,8,7,7,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
299,2,1,6,6,6,6,6,6,6,6,3,4,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
300,4,1,5,7,9,13,3,4,2,3,8,4,False,False,False,True,False,False,True,True,False,False,False,False,False,None,False,False,False,False,False
301,3,1,3,10,3,7,3,10,3,7,8,8,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
302,3,1,12,12,12,12,12,12,12,12,2,5,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
303,3,1,12,17,14,19,12,17,14,19,4,5,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
304,3,1,3,3,3,3,9,9,9,9,6,7,False,False,True,False,False,True,False,False,True,False,False,False,False,None,False,False,False,False,False
305,3,1,16,16,16,16,16,16,16,16,8,7,True,False,False,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False
306,2,1,19,19,9,19,19,19,9,19,8,8,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
307,3,1,2,4,2,4,4,8,4,8,5,5,False,False,True,False,False,True,False,True,True,True,False,False,False,None,False,False,False,False,False
308,3,1,10,12,8,14,3,5,3,5,6,6,False,False,False,False,False,False,True,True,True,True,False,False,False,None,False,False,False,False,True
310,3,1,24,28,24,28,7,7,7,7,8,7,False,False,False,True,False,False,True,True,False,False,False,False,False,None,False,False,False,False,False
311,3,1,3,3,3,3,3,3,6,6,2,2,False,False,True,False,False,True,False,True,True,True,False,False,False,None,False,False,False,False,False
312,2,1,12,12,12,12,12,12,12,12,6,5,True,False,False,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False
313,3,1,6,11,6,11,6,11,6,11,6,5,True,False,False,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False
314,3,1,8,8,8,8,8,8,8,8,6,6,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
315,3,1,3,3,3,3,9,9,9,9,3,3,False,False,True,False,False,True,False,True,True,True,False,False,False,None,False,False,False,False,False
316,3,1,10,10,10,10,3,3,3,3,10,10,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
317,2,1,9,9,9,9,9,9,9,9,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,True,False,False
318,4,1,9,9,4,4,4,4,4,4,4,2,False,False,False,False,False,False,True,False,False,False,False,False,False,None,False,False,False,False,True
319,4,1,15,19,17,18,3,5,3,5,6,5,False,False,False,True,False,False,True,True,False,False,False,False,False,None,False,False,False,False,False
320,3,1,7,9,9,9,7,9,9,9,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
321,5,1,4,4,14,14,4,4,4,4,5,4,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
322,3,1,3,3,3,3,3,3,3,3,7,7,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
323,2,1,13,13,13,13,13,13,13,13,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
324,3,1,12,19,12,15,12,19,12,15,6,6,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
325,3,1,8,16,10,12,2,4,2,4,2,2,False,False,False,False,False,False,True,True,True,True,False,False,False,None,False,False,False,False,True
326,3,1,6,12,6,8,2,2,2,2,7,7,False,False,False,True,False,False,True,True,True,True,False,False,False,None,False,False,False,False,False
327,3,1,3,3,3,3,6,6,6,6,7,7,False,False,True,False,False,True,False,True,True,True,False,False,False,None,False,False,False,False,False
328,4,1,7,13,7,13,7,13,7,13,6,6,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
329,3,1,3,5,3,5,3,5,3,5,10,6,True,False,False,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False
330,3,1,10,10,10,10,10,10,10,10,2,3,True,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,True,False,False
331,2,1,10,10,10,10,10,10,10,10,2,6,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
332,4,1,3,3,10,14,3,3,10,14,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
333,3,1,10,10,10,10,10,10,10,10,6,6,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
334,7,2,5,5,5,5,3,3,3,3,4,2,False,False,False,False,True,False,True,False,False,False,False,False,False,None,False,False,False,False,True
335,3,1,8,12,11,12,8,12,11,12,3,4,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
336,2,1,10,10,10,10,10,10,10,10,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
338,3,2,10,15,10,15,10,15,10,15,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,True,False,False
339,4,1,3,3,3,3,1,1,1,4,5,4,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
340,3,1,10,14,11,15,10,14,11,15,8,8,True,False,False,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False
341,3,1,10,10,10,10,10,10,10,10,7,8,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
342,3,1,10,10,10,10,10,10,10,10,10,9,True,False,False,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False
343,3,1,5,5,15,15,5,5,15,15,5,5,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
344,3,1,3,7,3,7,3,7,3,7,4,5,True,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,True,False,False
345,2,1,10,10,10,10,10,10,10,10,3,3,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
346,4,1,5,11,9,12,1,1,1,1,6,3,False,False,False,True,False,False,True,True,False,False,False,True,False,2,False,False,False,False,False
347,5,2,3,3,6,6,3,3,3,3,3,2,False,False,False,False,True,False,True,False,False,False,False,False,False,None,False,False,False,False,True
348,2,1,5,7,7,8,5,7,7,8,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
349,4,1,10,20,10,20,10,20,10,20,2,4,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
350,4,1,8,12,9,12,8,12,9,12,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
351,3,1,16,16,16,16,5,5,5,5,9,7,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
352,3,1,4,8,5,8,4,8,5,8,5,6,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
353,7,2,3,11,3,11,3,11,3,11,3,3,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
354,3,1,10,10,10,10,10,10,10,10,8,7,True,False,False,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False
355,4,1,16,17,13,19,1,1,1,1,8,4,False,False,False,True,False,False,True,True,False,False,False,True,False,8,False,False,False,False,False
356,3,1,10,10,10,10,10,10,10,10,2,2,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
357,3,1,10,10,2,4,10,10,2,4,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,True,False,False
358,2,1,12,15,11,14,12,15,11,14,5,5,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
359,3,1,13,15,14,17,13,15,14,17,9,5,True,False,False,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False
360,3,1,10,10,9,9,10,10,4,4,8,7,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
361,3,1,10,10,10,10,10,10,10,10,7,7,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
362,4,1,10,10,10,10,10,10,10,10,6,5,True,False,False,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False
363,3,1,10,10,10,10,10,10,10,10,3,3,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
364,3,1,10,19,11,21,10,19,11,21,2,4,True,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,True,False,False
365,3,1,10,10,10,10,3,6,3,4,4,3,False,False,False,True,False,False,True,True,False,False,False,False,False,None,False,False,False,False,False
366,3,1,10,30,16,20,10,15,8,17,7,7,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
367,3,1,12,15,16,19,12,15,16,19,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
368,2,1,10,10,10,10,10,10,10,10,6,5,True,False,False,False,False,False,False,True,False,False,False,False,False,None,False,True,False,False,False
369,3,1,10,10,10,10,10,10,10,10,2,4,True,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,True,False,False
370,3,1,12,13,14,16,12,13,14,16,6,6,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
371,2,2,10,10,10,10,10,10,10,10,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
372,3,1,11,11,11,11,5,5,11,11,7,6,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
373,2,1,2,2,6,6,2,2,6,6,4,4,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
374,4,1,10,10,10,10,10,10,10,10,2,4,True,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,True,False,False
375,3,1,3,7,3,7,3,7,3,7,4,4,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
376,2,1,3,4,17,17,9,13,17,17,3,3,False,False,False,False,False,True,False,True,True,True,False,False,False,None,False,False,False,True,False
377,3,1,21,23,22,27,3,7,3,7,6,6,False,False,False,False,False,False,True,True,True,True,False,False,False,None,False,False,False,False,True
378,4,1,6,12,6,12,6,12,6,12,8,8,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
379,3,1,13,17,12,18,13,17,12,18,3,3,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
381,3,1,10,10,10,10,10,10,10,10,2,3,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
382,3,1,12,17,10,12,12,17,10,12,3,3,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
383,3,1,15,19,13,18,15,19,13,18,6,6,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
384,3,1,9,9,9,9,6,8,6,8,2,2,False,False,False,False,False,False,True,True,True,True,False,False,False,None,False,False,False,False,True
385,2,1,10,10,4,4,10,10,4,4,6,6,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
386,5,1,4,4,7,7,4,4,3,3,4,2,False,False,False,False,False,False,True,False,False,False,False,False,False,None,False,False,False,False,True
387,4,1,14,17,14,16,14,17,14,16,6,7,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
388,3,1,2,6,2,6,4,12,4,12,4,5,False,False,True,False,False,True,False,False,True,False,False,False,False,None,False,False,False,False,False
389,3,1,3,5,3,5,3,5,3,5,4,4,True,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,True,False,False
390,3,1,15,15,15,15,15,15,15,15,3,3,True,False,False,False,False,False,False,True,True,True,False,False,False,None,True,False,False,False,False
391,4,1,13,13,10,16,3,3,1,1,7,6,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
392,3,1,10,10,10,10,10,10,10,10,4,4,True,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,True,False,False
393,3,1,12,12,12,12,3,3,1,1,7,6,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
394,3,1,4,7,4,7,1,2,1,2,6,4,False,False,False,True,False,False,True,True,False,False,False,False,False,None,False,False,False,False,False
395,5,1,6,6,3,3,3,3,3,3,3,2,False,False,False,False,True,False,True,False,False,False,False,False,False,None,False,False,False,False,True
396,3,1,13,15,13,16,6,7,7,7,5,4,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
397,3,1,10,10,10,10,10,10,10,10,8,9,True,False,False,False,False,False,False,False,True,False,False,False,False,None,False,False,False,False,False
398,5,1,1,1,5,5,5,15,5,15,8,8,False,False,True,False,False,True,False,True,True,True,False,False,False,None,False,False,False,False,False
399,8,3,3,7,3,7,3,3,3,3,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,None,False,False,False,False,False
400,3,1,24,24,24,24,5,5,5,5,7,4,False,False,False,False,False,False,True,True,False,False,False,False,False,None,False,False,False,False,True
