source_index,source_label,contract_name,passed,skipped,reason,input_shape,expected_shape,actual_shape,mismatch_count,rule_label
65,ex65,task366_shift_panels_down_right,True,False,ok,"(22, 10)","(11, 10)","(11, 10)",0,bounded_rectangles_max7
65,ex65,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(22, 10)","(11, 10)",,,
66,ex66,original,True,False,ok,"(14, 30)","(14, 15)","(14, 15)",0,bounded_rectangles_max7
66,ex66,task366_color_bijection,True,False,ok,"(14, 30)","(14, 15)","(14, 15)",0,bounded_rectangles_max7
66,ex66,task366_swap_panels,True,False,ok,"(14, 30)","(14, 15)","(14, 15)",0,bounded_rectangles_max7
66,ex66,task366_transpose,True,False,ok,"(30, 14)","(15, 14)","(15, 14)",0,bounded_rectangles_max7
66,ex66,task366_mirror_each_panel_lr,True,False,ok,"(14, 30)","(14, 15)","(14, 15)",0,bounded_rectangles_max7
66,ex66,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(14, 30)","(14, 15)",,,
66,ex66,task366_shift_panels_up_left,False,True,output_would_clip,"(14, 30)","(14, 15)",,,
67,ex67,original,True,False,ok,"(26, 11)","(13, 11)","(13, 11)",0,bounded_rectangles_max7
67,ex67,task366_color_bijection,True,False,ok,"(26, 11)","(13, 11)","(13, 11)",0,bounded_rectangles_max7
67,ex67,task366_swap_panels,True,False,ok,"(26, 11)","(13, 11)","(13, 11)",0,bounded_rectangles_max7
67,ex67,task366_transpose,True,False,ok,"(11, 26)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
67,ex67,task366_mirror_each_panel_lr,True,False,ok,"(26, 11)","(13, 11)","(13, 11)",0,bounded_rectangles_max7
67,ex67,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(26, 11)","(13, 11)",,,
67,ex67,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(26, 11)","(13, 11)",,,
68,ex68,original,True,False,ok,"(22, 13)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
68,ex68,task366_color_bijection,True,False,ok,"(22, 13)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
68,ex68,task366_swap_panels,True,False,ok,"(22, 13)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
68,ex68,task366_transpose,True,False,ok,"(13, 22)","(13, 11)","(13, 11)",0,bounded_rectangles_max7
68,ex68,task366_mirror_each_panel_lr,True,False,ok,"(22, 13)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
68,ex68,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(22, 13)","(11, 13)",,,
68,ex68,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(22, 13)","(11, 13)",,,
69,ex69,original,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
69,ex69,task366_color_bijection,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
69,ex69,task366_swap_panels,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
69,ex69,task366_transpose,True,False,ok,"(26, 12)","(13, 12)","(13, 12)",0,bounded_rectangles_max7
69,ex69,task366_mirror_each_panel_lr,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
69,ex69,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(12, 26)","(12, 13)",,,
69,ex69,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(12, 26)","(12, 13)",,,
70,ex70,original,True,False,ok,"(30, 16)","(15, 16)","(15, 16)",0,bounded_rectangles_max7
70,ex70,task366_color_bijection,True,False,ok,"(30, 16)","(15, 16)","(15, 16)",0,bounded_rectangles_max7
70,ex70,task366_swap_panels,True,False,ok,"(30, 16)","(15, 16)","(15, 16)",0,bounded_rectangles_max7
70,ex70,task366_transpose,True,False,ok,"(16, 30)","(16, 15)","(16, 15)",0,bounded_rectangles_max7
70,ex70,task366_mirror_each_panel_lr,True,False,ok,"(30, 16)","(15, 16)","(15, 16)",0,bounded_rectangles_max7
70,ex70,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(30, 16)","(15, 16)",,,
70,ex70,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(30, 16)","(15, 16)",,,
71,ex71,original,True,False,ok,"(26, 15)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
71,ex71,task366_color_bijection,True,False,ok,"(26, 15)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
71,ex71,task366_swap_panels,True,False,ok,"(26, 15)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
71,ex71,task366_transpose,True,False,ok,"(15, 26)","(15, 13)","(15, 13)",0,bounded_rectangles_max7
71,ex71,task366_mirror_each_panel_lr,True,False,ok,"(26, 15)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
71,ex71,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(26, 15)","(13, 15)",,,
71,ex71,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(26, 15)","(13, 15)",,,
72,ex72,original,True,False,ok,"(20, 10)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
72,ex72,task366_color_bijection,True,False,ok,"(20, 10)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
72,ex72,task366_swap_panels,True,False,ok,"(20, 10)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
72,ex72,task366_transpose,True,False,ok,"(10, 20)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
72,ex72,task366_mirror_each_panel_lr,True,False,ok,"(20, 10)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
72,ex72,task366_shift_panels_down_right,True,False,ok,"(20, 10)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
72,ex72,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(20, 10)","(10, 10)",,,
73,ex73,original,True,False,ok,"(14, 28)","(14, 14)","(14, 14)",0,bounded_rectangles_max7
73,ex73,task366_color_bijection,True,False,ok,"(14, 28)","(14, 14)","(14, 14)",0,bounded_rectangles_max7
73,ex73,task366_swap_panels,True,False,ok,"(14, 28)","(14, 14)","(14, 14)",0,bounded_rectangles_max7
73,ex73,task366_transpose,True,False,ok,"(28, 14)","(14, 14)","(14, 14)",0,bounded_rectangles_max7
73,ex73,task366_mirror_each_panel_lr,True,False,ok,"(14, 28)","(14, 14)","(14, 14)",0,bounded_rectangles_max7
73,ex73,task366_shift_panels_down_right,False,True,output_would_clip,"(14, 28)","(14, 14)",,,
73,ex73,task366_shift_panels_up_left,True,False,ok,"(14, 28)","(14, 14)","(14, 14)",0,bounded_rectangles_max7
74,ex74,original,True,False,ok,"(20, 8)","(10, 8)","(10, 8)",0,bounded_rectangles_max7
74,ex74,task366_color_bijection,True,False,ok,"(20, 8)","(10, 8)","(10, 8)",0,bounded_rectangles_max7
74,ex74,task366_swap_panels,True,False,ok,"(20, 8)","(10, 8)","(10, 8)",0,bounded_rectangles_max7
74,ex74,task366_transpose,True,False,ok,"(8, 20)","(8, 10)","(8, 10)",0,bounded_rectangles_max7
74,ex74,task366_mirror_each_panel_lr,True,False,ok,"(20, 8)","(10, 8)","(10, 8)",0,bounded_rectangles_max7
74,ex74,task366_shift_panels_down_right,True,False,ok,"(20, 8)","(10, 8)","(10, 8)",0,bounded_rectangles_max7
74,ex74,task366_shift_panels_up_left,False,True,output_would_clip,"(20, 8)","(10, 8)",,,
75,ex75,original,True,False,ok,"(10, 24)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
75,ex75,task366_color_bijection,True,False,ok,"(10, 24)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
75,ex75,task366_swap_panels,True,False,ok,"(10, 24)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
75,ex75,task366_transpose,True,False,ok,"(24, 10)","(12, 10)","(12, 10)",0,bounded_rectangles_max7
75,ex75,task366_mirror_each_panel_lr,True,False,ok,"(10, 24)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
75,ex75,task366_shift_panels_down_right,False,True,output_would_clip,"(10, 24)","(10, 12)",,,
75,ex75,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(10, 24)","(10, 12)",,,
76,ex76,original,True,False,ok,"(22, 13)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
76,ex76,task366_color_bijection,True,False,ok,"(22, 13)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
76,ex76,task366_swap_panels,True,False,ok,"(22, 13)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
76,ex76,task366_transpose,True,False,ok,"(13, 22)","(13, 11)","(13, 11)",0,bounded_rectangles_max7
76,ex76,task366_mirror_each_panel_lr,True,False,ok,"(22, 13)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
76,ex76,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(22, 13)","(11, 13)",,,
76,ex76,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(22, 13)","(11, 13)",,,
77,ex77,original,True,False,ok,"(26, 12)","(13, 12)","(13, 12)",0,bounded_rectangles_max7
77,ex77,task366_color_bijection,True,False,ok,"(26, 12)","(13, 12)","(13, 12)",0,bounded_rectangles_max7
77,ex77,task366_swap_panels,True,False,ok,"(26, 12)","(13, 12)","(13, 12)",0,bounded_rectangles_max7
77,ex77,task366_transpose,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
77,ex77,task366_mirror_each_panel_lr,True,False,ok,"(26, 12)","(13, 12)","(13, 12)",0,bounded_rectangles_max7
77,ex77,task366_shift_panels_down_right,False,True,output_would_clip,"(26, 12)","(13, 12)",,,
77,ex77,task366_shift_panels_up_left,True,False,ok,"(26, 12)","(13, 12)","(13, 12)",0,bounded_rectangles_max7
78,ex78,original,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
78,ex78,task366_color_bijection,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
78,ex78,task366_swap_panels,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
78,ex78,task366_transpose,True,False,ok,"(26, 12)","(13, 12)","(13, 12)",0,bounded_rectangles_max7
78,ex78,task366_mirror_each_panel_lr,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
78,ex78,task366_shift_panels_down_right,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
78,ex78,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(12, 26)","(12, 13)",,,
79,ex79,original,True,False,ok,"(12, 28)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
79,ex79,task366_color_bijection,True,False,ok,"(12, 28)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
79,ex79,task366_swap_panels,True,False,ok,"(12, 28)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
79,ex79,task366_transpose,True,False,ok,"(28, 12)","(14, 12)","(14, 12)",0,bounded_rectangles_max7
79,ex79,task366_mirror_each_panel_lr,True,False,ok,"(12, 28)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
79,ex79,task366_shift_panels_down_right,True,False,ok,"(12, 28)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
79,ex79,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(12, 28)","(12, 14)",,,
80,ex80,original,True,False,ok,"(10, 24)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
80,ex80,task366_color_bijection,True,False,ok,"(10, 24)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
80,ex80,task366_swap_panels,True,False,ok,"(10, 24)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
80,ex80,task366_transpose,True,False,ok,"(24, 10)","(12, 10)","(12, 10)",0,bounded_rectangles_max7
80,ex80,task366_mirror_each_panel_lr,True,False,ok,"(10, 24)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
80,ex80,task366_shift_panels_down_right,True,False,ok,"(10, 24)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
80,ex80,task366_shift_panels_up_left,True,False,ok,"(10, 24)","(10, 12)","(10, 12)",0,bounded_rectangles_max7
81,ex81,original,True,False,ok,"(11, 26)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
81,ex81,task366_color_bijection,True,False,ok,"(11, 26)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
81,ex81,task366_swap_panels,True,False,ok,"(11, 26)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
81,ex81,task366_transpose,True,False,ok,"(26, 11)","(13, 11)","(13, 11)",0,bounded_rectangles_max7
81,ex81,task366_mirror_each_panel_lr,True,False,ok,"(11, 26)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
81,ex81,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(11, 26)","(11, 13)",,,
81,ex81,task366_shift_panels_up_left,False,True,output_would_clip,"(11, 26)","(11, 13)",,,
82,ex82,original,True,False,ok,"(22, 13)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
82,ex82,task366_color_bijection,True,False,ok,"(22, 13)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
82,ex82,task366_swap_panels,True,False,ok,"(22, 13)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
82,ex82,task366_transpose,True,False,ok,"(13, 22)","(13, 11)","(13, 11)",0,bounded_rectangles_max7
82,ex82,task366_mirror_each_panel_lr,True,False,ok,"(22, 13)","(11, 13)","(11, 13)",0,bounded_rectangles_max7
82,ex82,task366_shift_panels_down_right,False,True,output_would_clip,"(22, 13)","(11, 13)",,,
82,ex82,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(22, 13)","(11, 13)",,,
83,ex83,original,True,False,ok,"(26, 15)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
83,ex83,task366_color_bijection,True,False,ok,"(26, 15)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
83,ex83,task366_swap_panels,True,False,ok,"(26, 15)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
83,ex83,task366_transpose,True,False,ok,"(15, 26)","(15, 13)","(15, 13)",0,bounded_rectangles_max7
83,ex83,task366_mirror_each_panel_lr,True,False,ok,"(26, 15)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
83,ex83,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(26, 15)","(13, 15)",,,
83,ex83,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(26, 15)","(13, 15)",,,
84,ex84,original,True,False,ok,"(20, 9)","(10, 9)","(10, 9)",0,bounded_rectangles_max7
84,ex84,task366_color_bijection,True,False,ok,"(20, 9)","(10, 9)","(10, 9)",0,bounded_rectangles_max7
84,ex84,task366_swap_panels,True,False,ok,"(20, 9)","(10, 9)","(10, 9)",0,bounded_rectangles_max7
84,ex84,task366_transpose,True,False,ok,"(9, 20)","(9, 10)","(9, 10)",0,bounded_rectangles_max7
84,ex84,task366_mirror_each_panel_lr,True,False,ok,"(20, 9)","(10, 9)","(10, 9)",0,bounded_rectangles_max7
84,ex84,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(20, 9)","(10, 9)",,,
84,ex84,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(20, 9)","(10, 9)",,,
85,ex85,original,True,False,ok,"(12, 22)","(12, 11)","(12, 11)",0,bounded_rectangles_max7
85,ex85,task366_color_bijection,True,False,ok,"(12, 22)","(12, 11)","(12, 11)",0,bounded_rectangles_max7
85,ex85,task366_swap_panels,True,False,ok,"(12, 22)","(12, 11)","(12, 11)",0,bounded_rectangles_max7
85,ex85,task366_transpose,True,False,ok,"(22, 12)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
85,ex85,task366_mirror_each_panel_lr,True,False,ok,"(12, 22)","(12, 11)","(12, 11)",0,bounded_rectangles_max7
85,ex85,task366_shift_panels_down_right,False,True,output_would_clip,"(12, 22)","(12, 11)",,,
85,ex85,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(12, 22)","(12, 11)",,,
86,ex86,original,True,False,ok,"(13, 30)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
86,ex86,task366_color_bijection,True,False,ok,"(13, 30)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
86,ex86,task366_swap_panels,True,False,ok,"(13, 30)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
86,ex86,task366_transpose,True,False,ok,"(30, 13)","(15, 13)","(15, 13)",0,bounded_rectangles_max7
86,ex86,task366_mirror_each_panel_lr,True,False,ok,"(13, 30)","(13, 15)","(13, 15)",0,bounded_rectangles_max7
86,ex86,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(13, 30)","(13, 15)",,,
86,ex86,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(13, 30)","(13, 15)",,,
87,ex87,original,True,False,ok,"(20, 9)","(10, 9)","(10, 9)",0,bounded_rectangles_max7
87,ex87,task366_color_bijection,True,False,ok,"(20, 9)","(10, 9)","(10, 9)",0,bounded_rectangles_max7
87,ex87,task366_swap_panels,True,False,ok,"(20, 9)","(10, 9)","(10, 9)",0,bounded_rectangles_max7
87,ex87,task366_transpose,True,False,ok,"(9, 20)","(9, 10)","(9, 10)",0,bounded_rectangles_max7
87,ex87,task366_mirror_each_panel_lr,True,False,ok,"(20, 9)","(10, 9)","(10, 9)",0,bounded_rectangles_max7
87,ex87,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(20, 9)","(10, 9)",,,
87,ex87,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(20, 9)","(10, 9)",,,
88,ex88,original,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
88,ex88,task366_color_bijection,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
88,ex88,task366_swap_panels,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
88,ex88,task366_transpose,True,False,ok,"(26, 12)","(13, 12)","(13, 12)",0,bounded_rectangles_max7
88,ex88,task366_mirror_each_panel_lr,True,False,ok,"(12, 26)","(12, 13)","(12, 13)",0,bounded_rectangles_max7
88,ex88,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(12, 26)","(12, 13)",,,
88,ex88,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(12, 26)","(12, 13)",,,
89,ex89,original,True,False,ok,"(20, 11)","(10, 11)","(10, 11)",0,bounded_rectangles_max7
89,ex89,task366_color_bijection,True,False,ok,"(20, 11)","(10, 11)","(10, 11)",0,bounded_rectangles_max7
89,ex89,task366_swap_panels,True,False,ok,"(20, 11)","(10, 11)","(10, 11)",0,bounded_rectangles_max7
89,ex89,task366_transpose,True,False,ok,"(11, 20)","(11, 10)","(11, 10)",0,bounded_rectangles_max7
89,ex89,task366_mirror_each_panel_lr,True,False,ok,"(20, 11)","(10, 11)","(10, 11)",0,bounded_rectangles_max7
89,ex89,task366_shift_panels_down_right,True,False,ok,"(20, 11)","(10, 11)","(10, 11)",0,bounded_rectangles_max7
89,ex89,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(20, 11)","(10, 11)",,,
90,ex90,original,True,False,ok,"(10, 20)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
90,ex90,task366_color_bijection,True,False,ok,"(10, 20)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
90,ex90,task366_swap_panels,True,False,ok,"(10, 20)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
90,ex90,task366_transpose,True,False,ok,"(20, 10)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
90,ex90,task366_mirror_each_panel_lr,True,False,ok,"(10, 20)","(10, 10)","(10, 10)",0,bounded_rectangles_max7
90,ex90,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(10, 20)","(10, 10)",,,
90,ex90,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(10, 20)","(10, 10)",,,
91,ex91,original,True,False,ok,"(11, 20)","(11, 10)","(11, 10)",0,bounded_rectangles_max7
91,ex91,task366_color_bijection,True,False,ok,"(11, 20)","(11, 10)","(11, 10)",0,bounded_rectangles_max7
91,ex91,task366_swap_panels,True,False,ok,"(11, 20)","(11, 10)","(11, 10)",0,bounded_rectangles_max7
91,ex91,task366_transpose,True,False,ok,"(20, 11)","(10, 11)","(10, 11)",0,bounded_rectangles_max7
91,ex91,task366_mirror_each_panel_lr,True,False,ok,"(11, 20)","(11, 10)","(11, 10)",0,bounded_rectangles_max7
91,ex91,task366_shift_panels_down_right,True,False,ok,"(11, 20)","(11, 10)","(11, 10)",0,bounded_rectangles_max7
91,ex91,task366_shift_panels_up_left,False,True,output_would_clip,"(11, 20)","(11, 10)",,,
92,ex92,original,True,False,ok,"(12, 28)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
92,ex92,task366_color_bijection,True,False,ok,"(12, 28)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
92,ex92,task366_swap_panels,True,False,ok,"(12, 28)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
92,ex92,task366_transpose,True,False,ok,"(28, 12)","(14, 12)","(14, 12)",0,bounded_rectangles_max7
92,ex92,task366_mirror_each_panel_lr,True,False,ok,"(12, 28)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
92,ex92,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(12, 28)","(12, 14)",,,
92,ex92,task366_shift_panels_up_left,True,False,ok,"(12, 28)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
93,ex93,original,True,False,ok,"(14, 26)","(14, 13)","(14, 13)",0,bounded_rectangles_max7
93,ex93,task366_color_bijection,True,False,ok,"(14, 26)","(14, 13)","(14, 13)",0,bounded_rectangles_max7
93,ex93,task366_swap_panels,True,False,ok,"(14, 26)","(14, 13)","(14, 13)",0,bounded_rectangles_max7
93,ex93,task366_transpose,True,False,ok,"(26, 14)","(13, 14)","(13, 14)",0,bounded_rectangles_max7
93,ex93,task366_mirror_each_panel_lr,True,False,ok,"(14, 26)","(14, 13)","(14, 13)",0,bounded_rectangles_max7
93,ex93,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(14, 26)","(14, 13)",,,
93,ex93,task366_shift_panels_up_left,False,True,output_would_clip,"(14, 26)","(14, 13)",,,
94,ex94,original,True,False,ok,"(22, 12)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
94,ex94,task366_color_bijection,True,False,ok,"(22, 12)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
94,ex94,task366_swap_panels,True,False,ok,"(22, 12)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
94,ex94,task366_transpose,True,False,ok,"(12, 22)","(12, 11)","(12, 11)",0,bounded_rectangles_max7
94,ex94,task366_mirror_each_panel_lr,True,False,ok,"(22, 12)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
94,ex94,task366_shift_panels_down_right,True,False,ok,"(22, 12)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
94,ex94,task366_shift_panels_up_left,True,False,ok,"(22, 12)","(11, 12)","(11, 12)",0,bounded_rectangles_max7
95,ex95,original,True,False,ok,"(26, 14)","(13, 14)","(13, 14)",0,bounded_rectangles_max7
95,ex95,task366_color_bijection,True,False,ok,"(26, 14)","(13, 14)","(13, 14)",0,bounded_rectangles_max7
95,ex95,task366_swap_panels,True,False,ok,"(26, 14)","(13, 14)","(13, 14)",0,bounded_rectangles_max7
95,ex95,task366_transpose,True,False,ok,"(14, 26)","(14, 13)","(14, 13)",0,bounded_rectangles_max7
95,ex95,task366_mirror_each_panel_lr,True,False,ok,"(26, 14)","(13, 14)","(13, 14)",0,bounded_rectangles_max7
95,ex95,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(26, 14)","(13, 14)",,,
95,ex95,task366_shift_panels_up_left,False,True,panel_b_would_clip,"(26, 14)","(13, 14)",,,
96,ex96,original,True,False,ok,"(22, 11)","(11, 11)","(11, 11)",0,bounded_rectangles_max7
96,ex96,task366_color_bijection,True,False,ok,"(22, 11)","(11, 11)","(11, 11)",0,bounded_rectangles_max7
96,ex96,task366_swap_panels,True,False,ok,"(22, 11)","(11, 11)","(11, 11)",0,bounded_rectangles_max7
96,ex96,task366_transpose,True,False,ok,"(11, 22)","(11, 11)","(11, 11)",0,bounded_rectangles_max7
96,ex96,task366_mirror_each_panel_lr,True,False,ok,"(22, 11)","(11, 11)","(11, 11)",0,bounded_rectangles_max7
96,ex96,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(22, 11)","(11, 11)",,,
96,ex96,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(22, 11)","(11, 11)",,,
97,ex97,original,True,False,ok,"(28, 15)","(14, 15)","(14, 15)",0,bounded_rectangles_max7
97,ex97,task366_color_bijection,True,False,ok,"(28, 15)","(14, 15)","(14, 15)",0,bounded_rectangles_max7
97,ex97,task366_swap_panels,True,False,ok,"(28, 15)","(14, 15)","(14, 15)",0,bounded_rectangles_max7
97,ex97,task366_transpose,True,False,ok,"(15, 28)","(15, 14)","(15, 14)",0,bounded_rectangles_max7
97,ex97,task366_mirror_each_panel_lr,True,False,ok,"(28, 15)","(14, 15)","(14, 15)",0,bounded_rectangles_max7
97,ex97,task366_shift_panels_down_right,True,False,ok,"(28, 15)","(14, 15)","(14, 15)",0,bounded_rectangles_max7
97,ex97,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(28, 15)","(14, 15)",,,
98,ex98,original,True,False,ok,"(11, 18)","(11, 9)","(11, 9)",0,bounded_rectangles_max7
98,ex98,task366_color_bijection,True,False,ok,"(11, 18)","(11, 9)","(11, 9)",0,bounded_rectangles_max7
98,ex98,task366_swap_panels,True,False,ok,"(11, 18)","(11, 9)","(11, 9)",0,bounded_rectangles_max7
98,ex98,task366_transpose,True,False,ok,"(18, 11)","(9, 11)","(9, 11)",0,bounded_rectangles_max7
98,ex98,task366_mirror_each_panel_lr,True,False,ok,"(11, 18)","(11, 9)","(11, 9)",0,bounded_rectangles_max7
98,ex98,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(11, 18)","(11, 9)",,,
98,ex98,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(11, 18)","(11, 9)",,,
99,ex99,original,True,False,ok,"(26, 14)","(13, 14)","(13, 14)",0,bounded_rectangles_max7
99,ex99,task366_color_bijection,True,False,ok,"(26, 14)","(13, 14)","(13, 14)",0,bounded_rectangles_max7
99,ex99,task366_swap_panels,True,False,ok,"(26, 14)","(13, 14)","(13, 14)",0,bounded_rectangles_max7
99,ex99,task366_transpose,True,False,ok,"(14, 26)","(14, 13)","(14, 13)",0,bounded_rectangles_max7
99,ex99,task366_mirror_each_panel_lr,True,False,ok,"(26, 14)","(13, 14)","(13, 14)",0,bounded_rectangles_max7
99,ex99,task366_shift_panels_down_right,False,True,panel_b_would_clip,"(26, 14)","(13, 14)",,,
99,ex99,task366_shift_panels_up_left,False,True,output_would_clip,"(26, 14)","(13, 14)",,,
100,ex100,original,True,False,ok,"(30, 16)","(15, 16)","(15, 16)",0,bounded_rectangles_max7
100,ex100,task366_color_bijection,True,False,ok,"(30, 16)","(15, 16)","(15, 16)",0,bounded_rectangles_max7
100,ex100,task366_swap_panels,True,False,ok,"(30, 16)","(15, 16)","(15, 16)",0,bounded_rectangles_max7
100,ex100,task366_transpose,True,False,ok,"(16, 30)","(16, 15)","(16, 15)",0,bounded_rectangles_max7
100,ex100,task366_mirror_each_panel_lr,True,False,ok,"(30, 16)","(15, 16)","(15, 16)",0,bounded_rectangles_max7
100,ex100,task366_shift_panels_down_right,False,True,panel_a_would_clip,"(30, 16)","(15, 16)",,,
100,ex100,task366_shift_panels_up_left,False,True,panel_a_would_clip,"(30, 16)","(15, 16)",,,
101,ex101,original,True,False,ok,"(24, 14)","(12, 14)","(12, 14)",0,bounded_rectangles_max7
